ruido4,ruido12,ruido20,nombre,fecha
45,101,55,Mostoles,2023-06-05
66,68,79,Barakaldo,2023-06-04
78,70,83,Bilbao,2023-06-04
41,86,67,Alcobendas,2023-06-04
30,69,56,Mostoles,2023-06-04
42,109,70,Barakaldo,2023-06-03
66,125,64,Bilbao,2023-06-03
40,118,47,Alcobendas,2023-06-03
45,76,58,Mostoles,2023-06-03
79,67,45,Barakaldo,2023-06-02
71,76,50,Bilbao,2023-06-02
30,69,58,Alcobendas,2023-06-02
79,82,96,Mostoles,2023-06-02
30,86,60,Barakaldo,2023-06-01
72,91,90,Bilbao,2023-06-01
34,135,62,Alcobendas,2023-06-01
60,107,77,Mostoles,2023-06-01
37,133,40,Barakaldo,2023-05-31
69,137,79,Bilbao,2023-05-31
59,138,87,Alcobendas,2023-05-31
35,138,96,Mostoles,2023-05-31
60,65,47,Barakaldo,2023-05-30
38,100,96,Bilbao,2023-05-30
51,122,90,Alcobendas,2023-05-30
51,66,78,Mostoles,2023-05-30
72,79,77,Barakaldo,2023-05-29
63,98,97,Bilbao,2023-05-29
55,132,80,Alcobendas,2023-05-29
49,116,88,Mostoles,2023-05-29
48,63,40,Barakaldo,2023-05-28
56,118,88,Bilbao,2023-05-28
58,125,89,Alcobendas,2023-05-28
30,69,71,Mostoles,2023-05-28
52,127,61,Barakaldo,2023-05-27
62,121,45,Bilbao,2023-05-27
74,71,65,Alcobendas,2023-05-27
74,83,55,Mostoles,2023-05-27
30,118,84,Barakaldo,2023-05-26
50,108,55,Bilbao,2023-05-26
76,115,41,Alcobendas,2023-05-26
33,70,82,Mostoles,2023-05-26
75,121,43,Barakaldo,2023-05-25
47,67,66,Bilbao,2023-05-25
36,80,41,Alcobendas,2023-05-25
46,134,88,Mostoles,2023-05-25
40,114,64,Barakaldo,2023-05-24
73,75,80,Bilbao,2023-05-24
38,83,71,Alcobendas,2023-05-24
53,91,73,Mostoles,2023-05-24
38,70,59,Barakaldo,2023-05-23
62,113,96,Bilbao,2023-05-23
68,122,75,Alcobendas,2023-05-23
39,76,85,Mostoles,2023-05-23
40,93,99,Barakaldo,2023-05-22
49,77,70,Bilbao,2023-05-22
78,137,88,Alcobendas,2023-05-22
49,126,94,Mostoles,2023-05-22
43,104,59,Barakaldo,2023-05-21
68,126,51,Bilbao,2023-05-21
75,132,53,Alcobendas,2023-05-21
66,95,79,Mostoles,2023-05-21
68,85,62,Barakaldo,2023-05-20
55,130,75,Bilbao,2023-05-20
75,86,42,Alcobendas,2023-05-20
59,83,42,Mostoles,2023-05-20
65,82,72,Barakaldo,2023-05-19
48,91,70,Bilbao,2023-05-19
34,116,63,Alcobendas,2023-05-19
50,62,57,Mostoles,2023-05-19
59,93,94,Barakaldo,2023-05-18
77,118,95,Bilbao,2023-05-18
30,78,48,Alcobendas,2023-05-18
42,100,84,Mostoles,2023-05-18
74,129,74,Barakaldo,2023-05-17
52,121,65,Bilbao,2023-05-17
71,78,75,Alcobendas,2023-05-17
40,115,40,Mostoles,2023-05-17
79,76,53,Barakaldo,2023-05-16
58,138,63,Bilbao,2023-05-16
30,128,80,Alcobendas,2023-05-16
65,80,44,Mostoles,2023-05-16
42,88,89,Barakaldo,2023-05-15
50,75,88,Bilbao,2023-05-15
73,63,72,Alcobendas,2023-05-15
77,137,43,Mostoles,2023-05-15
36,72,76,Barakaldo,2023-05-14
71,98,98,Bilbao,2023-05-14
43,118,86,Alcobendas,2023-05-14
35,114,68,Mostoles,2023-05-14
56,61,63,Barakaldo,2023-05-13
44,68,53,Bilbao,2023-05-13
42,111,53,Alcobendas,2023-05-13
34,60,91,Mostoles,2023-05-13
31,132,63,Barakaldo,2023-05-12
75,127,84,Bilbao,2023-05-12
68,85,65,Alcobendas,2023-05-12
32,75,47,Mostoles,2023-05-12
59,90,45,Barakaldo,2023-05-11
50,74,60,Bilbao,2023-05-11
73,122,60,Alcobendas,2023-05-11
78,113,49,Mostoles,2023-05-11
64,118,98,Barakaldo,2023-05-10
41,102,89,Bilbao,2023-05-10
74,93,56,Alcobendas,2023-05-10
56,127,89,Mostoles,2023-05-10
73,109,77,Barakaldo,2023-05-09
73,115,58,Bilbao,2023-05-09
51,116,54,Alcobendas,2023-05-09
77,82,96,Mostoles,2023-05-09
71,87,66,Barakaldo,2023-05-08
79,97,76,Bilbao,2023-05-08
45,97,52,Alcobendas,2023-05-08
62,138,46,Mostoles,2023-05-08
60,81,53,Barakaldo,2023-05-07
57,121,60,Bilbao,2023-05-07
57,69,57,Alcobendas,2023-05-07
44,62,47,Mostoles,2023-05-07
49,91,87,Barakaldo,2023-05-06
69,89,40,Bilbao,2023-05-06
73,90,83,Alcobendas,2023-05-06
40,64,70,Mostoles,2023-05-06
39,69,73,Barakaldo,2023-05-05
66,95,78,Bilbao,2023-05-05
72,119,93,Alcobendas,2023-05-05
73,60,63,Mostoles,2023-05-05
70,118,78,Barakaldo,2023-05-04
61,96,49,Bilbao,2023-05-04
55,74,60,Alcobendas,2023-05-04
77,127,94,Mostoles,2023-05-04
54,100,75,Barakaldo,2023-05-03
75,78,79,Bilbao,2023-05-03
64,108,75,Alcobendas,2023-05-03
49,119,94,Mostoles,2023-05-03
57,66,57,Barakaldo,2023-05-02
60,134,94,Bilbao,2023-05-02
66,111,70,Alcobendas,2023-05-02
37,82,46,Mostoles,2023-05-02
79,64,85,Barakaldo,2023-05-01
73,81,45,Bilbao,2023-05-01
54,67,71,Alcobendas,2023-05-01
36,68,90,Mostoles,2023-05-01
42,118,69,Barakaldo,2023-04-30
36,119,73,Bilbao,2023-04-30
67,109,64,Alcobendas,2023-04-30
39,66,43,Mostoles,2023-04-30
64,125,50,Barakaldo,2023-04-29
32,99,96,Bilbao,2023-04-29
57,93,53,Alcobendas,2023-04-29
57,64,63,Mostoles,2023-04-29
55,86,59,Barakaldo,2023-04-28
46,79,61,Bilbao,2023-04-28
35,113,54,Alcobendas,2023-04-28
31,85,75,Mostoles,2023-04-28
76,84,44,Barakaldo,2023-04-27
43,84,45,Bilbao,2023-04-27
52,91,75,Alcobendas,2023-04-27
76,106,82,Mostoles,2023-04-27
69,89,60,Barakaldo,2023-04-26
54,129,67,Bilbao,2023-04-26
63,136,62,Alcobendas,2023-04-26
75,112,79,Mostoles,2023-04-26
57,111,41,Barakaldo,2023-04-25
75,104,73,Bilbao,2023-04-25
55,136,66,Alcobendas,2023-04-25
65,64,70,Mostoles,2023-04-25
56,84,66,Barakaldo,2023-04-24
30,117,66,Bilbao,2023-04-24
55,67,48,Alcobendas,2023-04-24
42,120,53,Mostoles,2023-04-24
57,67,64,Barakaldo,2023-04-23
41,105,84,Bilbao,2023-04-23
66,89,55,Alcobendas,2023-04-23
58,121,43,Mostoles,2023-04-23
47,85,78,Barakaldo,2023-04-22
67,99,98,Bilbao,2023-04-22
62,104,66,Alcobendas,2023-04-22
48,107,95,Mostoles,2023-04-22
69,119,94,Barakaldo,2023-04-21
66,92,84,Bilbao,2023-04-21
62,129,84,Alcobendas,2023-04-21
65,85,76,Mostoles,2023-04-21
48,115,78,Barakaldo,2023-04-20
75,121,58,Bilbao,2023-04-20
67,103,99,Alcobendas,2023-04-20
50,94,96,Mostoles,2023-04-20
67,117,61,Barakaldo,2023-04-19
69,76,95,Bilbao,2023-04-19
61,73,56,Alcobendas,2023-04-19
35,135,74,Mostoles,2023-04-19
48,119,76,Barakaldo,2023-04-18
58,95,72,Bilbao,2023-04-18
52,87,94,Alcobendas,2023-04-18
59,90,98,Mostoles,2023-04-18
47,120,48,Barakaldo,2023-04-17
53,66,89,Bilbao,2023-04-17
54,74,89,Alcobendas,2023-04-17
78,121,57,Mostoles,2023-04-17
43,117,73,Barakaldo,2023-04-16
62,81,71,Bilbao,2023-04-16
36,90,81,Alcobendas,2023-04-16
49,68,56,Mostoles,2023-04-16
39,73,85,Barakaldo,2023-04-15
59,66,69,Bilbao,2023-04-15
59,75,53,Alcobendas,2023-04-15
36,95,75,Mostoles,2023-04-15
71,127,63,Barakaldo,2023-04-14
64,99,90,Bilbao,2023-04-14
36,115,62,Alcobendas,2023-04-14
44,120,87,Mostoles,2023-04-14
57,68,43,Barakaldo,2023-04-13
46,85,56,Bilbao,2023-04-13
36,132,42,Alcobendas,2023-04-13
53,70,44,Mostoles,2023-04-13
57,113,70,Barakaldo,2023-04-12
79,74,62,Bilbao,2023-04-12
35,138,50,Alcobendas,2023-04-12
34,98,69,Mostoles,2023-04-12
72,68,84,Barakaldo,2023-04-11
72,79,65,Bilbao,2023-04-11
44,124,58,Alcobendas,2023-04-11
58,105,90,Mostoles,2023-04-11
74,113,88,Barakaldo,2023-04-10
70,114,87,Bilbao,2023-04-10
54,62,73,Alcobendas,2023-04-10
76,98,51,Mostoles,2023-04-10
35,123,81,Barakaldo,2023-04-09
76,70,48,Bilbao,2023-04-09
36,106,51,Alcobendas,2023-04-09
30,73,94,Mostoles,2023-04-09
78,90,61,Barakaldo,2023-04-08
62,75,53,Bilbao,2023-04-08
49,119,85,Alcobendas,2023-04-08
53,121,66,Mostoles,2023-04-08
54,130,45,Barakaldo,2023-04-07
53,117,78,Bilbao,2023-04-07
74,113,45,Alcobendas,2023-04-07
57,130,78,Mostoles,2023-04-07
78,135,76,Barakaldo,2023-04-06
32,130,58,Bilbao,2023-04-06
47,69,95,Alcobendas,2023-04-06
72,69,73,Mostoles,2023-04-06
76,69,57,Barakaldo,2023-04-05
55,128,54,Bilbao,2023-04-05
46,100,96,Alcobendas,2023-04-05
74,120,84,Mostoles,2023-04-05
54,135,64,Barakaldo,2023-04-04
65,79,71,Bilbao,2023-04-04
35,137,77,Alcobendas,2023-04-04
56,88,61,Mostoles,2023-04-04
71,105,76,Barakaldo,2023-04-03
39,101,79,Bilbao,2023-04-03
47,89,53,Alcobendas,2023-04-03
63,119,89,Mostoles,2023-04-03
47,133,64,Barakaldo,2023-04-02
37,124,50,Bilbao,2023-04-02
53,109,93,Alcobendas,2023-04-02
73,122,71,Mostoles,2023-04-02
44,130,50,Barakaldo,2023-04-01
33,135,88,Bilbao,2023-04-01
33,107,43,Alcobendas,2023-04-01
52,95,55,Mostoles,2023-04-01
45,81,79,Barakaldo,2023-03-31
48,92,61,Bilbao,2023-03-31
31,82,98,Alcobendas,2023-03-31
57,92,76,Mostoles,2023-03-31
62,75,91,Barakaldo,2023-03-30
55,118,74,Bilbao,2023-03-30
33,99,89,Alcobendas,2023-03-30
34,77,54,Mostoles,2023-03-30
33,103,41,Barakaldo,2023-03-29
67,125,67,Bilbao,2023-03-29
42,93,46,Alcobendas,2023-03-29
78,100,95,Mostoles,2023-03-29
35,66,94,Barakaldo,2023-03-28
51,79,85,Bilbao,2023-03-28
61,65,54,Alcobendas,2023-03-28
39,138,51,Mostoles,2023-03-28
31,92,45,Barakaldo,2023-03-27
50,82,76,Bilbao,2023-03-27
70,85,81,Alcobendas,2023-03-27
44,82,47,Mostoles,2023-03-27
72,106,92,Barakaldo,2023-03-26
75,88,96,Bilbao,2023-03-26
65,111,97,Alcobendas,2023-03-26
55,110,91,Mostoles,2023-03-26
48,86,89,Barakaldo,2023-03-25
72,79,41,Bilbao,2023-03-25
30,125,49,Alcobendas,2023-03-25
39,111,71,Mostoles,2023-03-25
60,66,70,Barakaldo,2023-03-24
56,110,85,Bilbao,2023-03-24
35,103,47,Alcobendas,2023-03-24
53,64,89,Mostoles,2023-03-24
55,126,94,Barakaldo,2023-03-23
48,69,98,Bilbao,2023-03-23
61,121,94,Alcobendas,2023-03-23
46,75,89,Mostoles,2023-03-23
68,113,55,Barakaldo,2023-03-22
42,137,57,Bilbao,2023-03-22
68,120,74,Alcobendas,2023-03-22
35,86,93,Mostoles,2023-03-22
79,134,56,Barakaldo,2023-03-21
76,127,64,Bilbao,2023-03-21
62,102,83,Alcobendas,2023-03-21
52,92,75,Mostoles,2023-03-21
69,98,69,Barakaldo,2023-03-20
51,87,71,Bilbao,2023-03-20
55,75,49,Alcobendas,2023-03-20
75,72,87,Mostoles,2023-03-20
67,129,86,Barakaldo,2023-03-19
50,61,71,Bilbao,2023-03-19
72,133,85,Alcobendas,2023-03-19
65,106,78,Mostoles,2023-03-19
69,127,93,Barakaldo,2023-03-18
54,103,88,Bilbao,2023-03-18
76,127,93,Alcobendas,2023-03-18
43,115,53,Mostoles,2023-03-18
37,77,87,Barakaldo,2023-03-17
51,125,87,Bilbao,2023-03-17
52,80,51,Alcobendas,2023-03-17
31,95,53,Mostoles,2023-03-17
54,96,45,Barakaldo,2023-03-16
33,70,59,Bilbao,2023-03-16
41,60,95,Alcobendas,2023-03-16
74,81,96,Mostoles,2023-03-16
72,83,89,Barakaldo,2023-03-15
47,82,67,Bilbao,2023-03-15
52,104,40,Alcobendas,2023-03-15
50,136,80,Mostoles,2023-03-15
36,76,59,Barakaldo,2023-03-14
46,60,41,Bilbao,2023-03-14
72,61,92,Alcobendas,2023-03-14
59,69,60,Mostoles,2023-03-14
33,68,70,Barakaldo,2023-03-13
66,105,44,Bilbao,2023-03-13
57,138,89,Alcobendas,2023-03-13
44,79,89,Mostoles,2023-03-13
49,75,67,Barakaldo,2023-03-12
45,91,67,Bilbao,2023-03-12
34,81,61,Alcobendas,2023-03-12
38,139,63,Mostoles,2023-03-12
69,93,64,Barakaldo,2023-03-11
52,98,65,Bilbao,2023-03-11
52,107,77,Alcobendas,2023-03-11
46,79,75,Mostoles,2023-03-11
56,84,64,Barakaldo,2023-03-10
44,77,85,Bilbao,2023-03-10
62,90,66,Alcobendas,2023-03-10
77,121,56,Mostoles,2023-03-10
44,134,88,Barakaldo,2023-03-09
61,128,56,Bilbao,2023-03-09
77,104,64,Alcobendas,2023-03-09
46,104,72,Mostoles,2023-03-09
33,114,41,Barakaldo,2023-03-08
41,111,50,Bilbao,2023-03-08
58,127,97,Alcobendas,2023-03-08
79,68,68,Mostoles,2023-03-08
58,95,55,Barakaldo,2023-03-07
62,132,60,Bilbao,2023-03-07
52,137,59,Alcobendas,2023-03-07
33,137,66,Mostoles,2023-03-07
33,131,87,Barakaldo,2023-03-06
37,111,73,Bilbao,2023-03-06
63,74,63,Alcobendas,2023-03-06
61,78,62,Mostoles,2023-03-06
32,119,69,Barakaldo,2023-03-05
31,77,62,Bilbao,2023-03-05
72,65,89,Alcobendas,2023-03-05
77,66,43,Mostoles,2023-03-05
65,60,67,Barakaldo,2023-03-04
57,65,62,Bilbao,2023-03-04
68,64,93,Alcobendas,2023-03-04
58,116,69,Mostoles,2023-03-04
47,129,78,Barakaldo,2023-03-03
58,109,80,Bilbao,2023-03-03
41,100,73,Alcobendas,2023-03-03
50,118,64,Mostoles,2023-03-03
46,65,57,Barakaldo,2023-03-02
77,124,64,Bilbao,2023-03-02
61,77,70,Alcobendas,2023-03-02
33,84,46,Mostoles,2023-03-02
63,124,99,Barakaldo,2023-03-01
41,132,99,Bilbao,2023-03-01
54,64,95,Alcobendas,2023-03-01
35,100,69,Mostoles,2023-03-01
42,129,71,Barakaldo,2023-02-28
61,68,40,Bilbao,2023-02-28
51,129,72,Alcobendas,2023-02-28
66,103,73,Mostoles,2023-02-28
33,69,52,Barakaldo,2023-02-27
58,131,80,Bilbao,2023-02-27
73,132,78,Alcobendas,2023-02-27
38,117,54,Mostoles,2023-02-27
70,84,60,Barakaldo,2023-02-26
77,78,70,Bilbao,2023-02-26
79,106,41,Alcobendas,2023-02-26
56,119,85,Mostoles,2023-02-26
57,99,48,Barakaldo,2023-02-25
51,93,40,Bilbao,2023-02-25
49,105,84,Alcobendas,2023-02-25
67,69,42,Mostoles,2023-02-25
58,65,40,Barakaldo,2023-02-24
44,74,44,Bilbao,2023-02-24
40,139,92,Alcobendas,2023-02-24
79,62,85,Mostoles,2023-02-24
71,125,99,Barakaldo,2023-02-23
52,72,94,Bilbao,2023-02-23
63,73,45,Alcobendas,2023-02-23
47,101,52,Mostoles,2023-02-23
33,108,44,Barakaldo,2023-02-22
46,113,61,Bilbao,2023-02-22
45,65,64,Alcobendas,2023-02-22
67,93,55,Mostoles,2023-02-22
48,63,47,Barakaldo,2023-02-21
68,104,43,Bilbao,2023-02-21
78,119,85,Alcobendas,2023-02-21
59,130,79,Mostoles,2023-02-21
67,61,70,Barakaldo,2023-02-20
66,67,68,Bilbao,2023-02-20
51,61,97,Alcobendas,2023-02-20
58,76,75,Mostoles,2023-02-20
53,75,86,Barakaldo,2023-02-19
54,110,53,Bilbao,2023-02-19
40,126,44,Alcobendas,2023-02-19
42,70,41,Mostoles,2023-02-19
31,126,73,Barakaldo,2023-02-18
47,97,58,Bilbao,2023-02-18
77,125,63,Alcobendas,2023-02-18
46,92,44,Mostoles,2023-02-18
53,137,91,Barakaldo,2023-02-17
45,120,86,Bilbao,2023-02-17
44,79,41,Alcobendas,2023-02-17
43,116,98,Mostoles,2023-02-17
67,119,82,Barakaldo,2023-02-16
36,113,64,Bilbao,2023-02-16
61,106,44,Alcobendas,2023-02-16
76,101,44,Mostoles,2023-02-16
55,122,71,Barakaldo,2023-02-15
47,62,88,Bilbao,2023-02-15
42,138,74,Alcobendas,2023-02-15
39,62,40,Mostoles,2023-02-15
68,109,60,Barakaldo,2023-02-14
40,124,75,Bilbao,2023-02-14
40,78,76,Alcobendas,2023-02-14
66,61,43,Mostoles,2023-02-14
53,74,99,Barakaldo,2023-02-13
30,115,41,Bilbao,2023-02-13
52,125,49,Alcobendas,2023-02-13
36,75,55,Mostoles,2023-02-13
76,115,70,Barakaldo,2023-02-12
50,116,85,Bilbao,2023-02-12
50,92,69,Alcobendas,2023-02-12
69,74,65,Mostoles,2023-02-12
64,79,81,Barakaldo,2023-02-11
64,80,47,Bilbao,2023-02-11
70,139,46,Alcobendas,2023-02-11
76,134,65,Mostoles,2023-02-11
40,114,64,Barakaldo,2023-02-10
43,130,55,Bilbao,2023-02-10
73,132,96,Alcobendas,2023-02-10
64,110,91,Mostoles,2023-02-10
74,135,96,Barakaldo,2023-02-09
32,122,67,Bilbao,2023-02-09
66,129,70,Alcobendas,2023-02-09
35,72,44,Mostoles,2023-02-09
79,94,90,Barakaldo,2023-02-08
69,84,90,Bilbao,2023-02-08
43,95,42,Alcobendas,2023-02-08
79,113,99,Mostoles,2023-02-08
72,134,89,Barakaldo,2023-02-07
56,61,96,Bilbao,2023-02-07
48,88,68,Alcobendas,2023-02-07
77,76,87,Mostoles,2023-02-07
77,89,41,Barakaldo,2023-02-06
66,75,76,Bilbao,2023-02-06
67,91,42,Alcobendas,2023-02-06
67,122,95,Mostoles,2023-02-06
76,93,97,Barakaldo,2023-02-05
55,132,58,Bilbao,2023-02-05
56,107,45,Alcobendas,2023-02-05
35,107,84,Mostoles,2023-02-05
65,77,76,Barakaldo,2023-02-04
66,63,67,Bilbao,2023-02-04
63,116,77,Alcobendas,2023-02-04
50,87,82,Mostoles,2023-02-04
61,117,67,Barakaldo,2023-02-03
74,106,65,Bilbao,2023-02-03
60,65,58,Alcobendas,2023-02-03
50,94,67,Mostoles,2023-02-03
71,119,59,Barakaldo,2023-02-02
52,127,47,Bilbao,2023-02-02
75,64,49,Alcobendas,2023-02-02
36,71,73,Mostoles,2023-02-02
78,80,98,Barakaldo,2023-02-01
40,108,46,Bilbao,2023-02-01
70,82,42,Alcobendas,2023-02-01
47,63,55,Mostoles,2023-02-01
44,114,69,Barakaldo,2023-01-31
56,116,99,Bilbao,2023-01-31
39,92,69,Alcobendas,2023-01-31
69,95,71,Mostoles,2023-01-31
56,137,66,Barakaldo,2023-01-30
33,70,64,Bilbao,2023-01-30
31,90,58,Alcobendas,2023-01-30
31,89,42,Mostoles,2023-01-30
43,108,59,Barakaldo,2023-01-29
45,74,91,Bilbao,2023-01-29
31,134,56,Alcobendas,2023-01-29
76,73,58,Mostoles,2023-01-29
46,99,93,Barakaldo,2023-01-28
72,91,83,Bilbao,2023-01-28
57,131,87,Alcobendas,2023-01-28
56,101,89,Mostoles,2023-01-28
43,81,90,Barakaldo,2023-01-27
62,101,50,Bilbao,2023-01-27
78,94,49,Alcobendas,2023-01-27
53,129,63,Mostoles,2023-01-27
79,130,44,Barakaldo,2023-01-26
65,112,42,Bilbao,2023-01-26
65,62,55,Alcobendas,2023-01-26
47,89,52,Mostoles,2023-01-26
48,67,90,Barakaldo,2023-01-25
37,88,93,Bilbao,2023-01-25
67,129,73,Alcobendas,2023-01-25
70,98,86,Mostoles,2023-01-25
47,136,61,Barakaldo,2023-01-24
41,60,46,Bilbao,2023-01-24
37,115,43,Alcobendas,2023-01-24
52,81,56,Mostoles,2023-01-24
41,86,99,Barakaldo,2023-01-23
50,136,75,Bilbao,2023-01-23
48,90,95,Alcobendas,2023-01-23
78,103,81,Mostoles,2023-01-23
72,100,81,Barakaldo,2023-01-22
49,65,71,Bilbao,2023-01-22
76,70,71,Alcobendas,2023-01-22
55,138,45,Mostoles,2023-01-22
30,134,83,Barakaldo,2023-01-21
59,107,51,Bilbao,2023-01-21
69,72,44,Alcobendas,2023-01-21
48,89,80,Mostoles,2023-01-21
72,99,56,Barakaldo,2023-01-20
76,133,63,Bilbao,2023-01-20
44,125,63,Alcobendas,2023-01-20
58,75,45,Mostoles,2023-01-20
69,125,67,Barakaldo,2023-01-19
79,121,55,Bilbao,2023-01-19
68,110,73,Alcobendas,2023-01-19
38,79,73,Mostoles,2023-01-19
38,67,79,Barakaldo,2023-01-18
59,71,77,Bilbao,2023-01-18
34,91,55,Alcobendas,2023-01-18
73,84,54,Mostoles,2023-01-18
30,97,95,Barakaldo,2023-01-17
62,78,49,Bilbao,2023-01-17
79,73,86,Alcobendas,2023-01-17
62,139,66,Mostoles,2023-01-17
55,75,80,Barakaldo,2023-01-16
68,71,67,Bilbao,2023-01-16
46,65,98,Alcobendas,2023-01-16
35,114,89,Mostoles,2023-01-16
65,139,43,Barakaldo,2023-01-15
50,108,70,Bilbao,2023-01-15
76,75,75,Alcobendas,2023-01-15
63,67,42,Mostoles,2023-01-15
35,111,92,Barakaldo,2023-01-14
31,93,51,Bilbao,2023-01-14
64,89,92,Alcobendas,2023-01-14
58,96,94,Mostoles,2023-01-14
64,131,78,Barakaldo,2023-01-13
66,128,70,Bilbao,2023-01-13
58,75,94,Alcobendas,2023-01-13
77,74,46,Mostoles,2023-01-13
73,71,78,Barakaldo,2023-01-12
76,87,90,Bilbao,2023-01-12
44,67,87,Alcobendas,2023-01-12
73,70,43,Mostoles,2023-01-12
30,106,87,Barakaldo,2023-01-11
42,102,62,Bilbao,2023-01-11
40,88,50,Alcobendas,2023-01-11
37,90,56,Mostoles,2023-01-11
72,134,58,Barakaldo,2023-01-10
72,71,89,Bilbao,2023-01-10
79,118,55,Alcobendas,2023-01-10
66,135,45,Mostoles,2023-01-10
46,91,77,Barakaldo,2023-01-09
67,66,67,Bilbao,2023-01-09
59,69,63,Alcobendas,2023-01-09
70,119,44,Mostoles,2023-01-09
62,87,57,Barakaldo,2023-01-08
58,118,95,Bilbao,2023-01-08
35,135,71,Alcobendas,2023-01-08
43,96,51,Mostoles,2023-01-08
54,98,46,Barakaldo,2023-01-07
41,84,46,Bilbao,2023-01-07
71,75,86,Alcobendas,2023-01-07
38,66,46,Mostoles,2023-01-07
38,67,91,Barakaldo,2023-01-06
40,139,66,Bilbao,2023-01-06
52,67,88,Alcobendas,2023-01-06
63,138,79,Mostoles,2023-01-06
66,84,40,Barakaldo,2023-01-05
65,123,54,Bilbao,2023-01-05
30,120,97,Alcobendas,2023-01-05
44,128,91,Mostoles,2023-01-05
79,67,52,Barakaldo,2023-01-04
49,77,72,Bilbao,2023-01-04
62,110,69,Alcobendas,2023-01-04
72,85,84,Mostoles,2023-01-04
70,122,94,Barakaldo,2023-01-03
65,139,55,Bilbao,2023-01-03
54,113,79,Alcobendas,2023-01-03
62,90,87,Mostoles,2023-01-03
58,120,43,Barakaldo,2023-01-02
33,136,68,Bilbao,2023-01-02
58,106,69,Alcobendas,2023-01-02
73,67,62,Mostoles,2023-01-02
57,73,80,Barakaldo,2023-01-01
37,125,63,Bilbao,2023-01-01
36,66,94,Alcobendas,2023-01-01
62,135,48,Mostoles,2023-01-01
57,117,84,Barakaldo,2022-12-31
40,133,67,Bilbao,2022-12-31
63,68,89,Alcobendas,2022-12-31
31,133,96,Mostoles,2022-12-31
48,109,56,Barakaldo,2022-12-30
34,116,86,Bilbao,2022-12-30
62,129,59,Alcobendas,2022-12-30
75,74,90,Mostoles,2022-12-30
79,91,46,Barakaldo,2022-12-29
57,129,82,Bilbao,2022-12-29
45,84,53,Alcobendas,2022-12-29
74,91,86,Mostoles,2022-12-29
42,97,78,Barakaldo,2022-12-28
79,104,63,Bilbao,2022-12-28
37,95,96,Alcobendas,2022-12-28
65,138,77,Mostoles,2022-12-28
61,108,95,Barakaldo,2022-12-27
77,130,71,Bilbao,2022-12-27
61,125,78,Alcobendas,2022-12-27
63,104,88,Mostoles,2022-12-27
61,89,93,Barakaldo,2022-12-26
47,69,44,Bilbao,2022-12-26
72,92,56,Alcobendas,2022-12-26
77,78,86,Mostoles,2022-12-26
35,60,46,Barakaldo,2022-12-25
63,81,55,Bilbao,2022-12-25
44,99,63,Alcobendas,2022-12-25
31,100,45,Mostoles,2022-12-25
73,101,59,Barakaldo,2022-12-24
75,125,83,Bilbao,2022-12-24
30,122,59,Alcobendas,2022-12-24
39,83,71,Mostoles,2022-12-24
71,118,60,Barakaldo,2022-12-23
37,102,58,Bilbao,2022-12-23
47,125,71,Alcobendas,2022-12-23
33,83,99,Mostoles,2022-12-23
36,138,81,Barakaldo,2022-12-22
41,74,81,Bilbao,2022-12-22
72,77,75,Alcobendas,2022-12-22
60,91,94,Mostoles,2022-12-22
57,119,98,Barakaldo,2022-12-21
66,109,45,Bilbao,2022-12-21
55,116,63,Alcobendas,2022-12-21
36,136,87,Mostoles,2022-12-21
66,106,69,Barakaldo,2022-12-20
39,63,49,Bilbao,2022-12-20
37,70,64,Alcobendas,2022-12-20
60,72,83,Mostoles,2022-12-20
72,88,75,Barakaldo,2022-12-19
39,108,70,Bilbao,2022-12-19
56,137,48,Alcobendas,2022-12-19
41,95,43,Mostoles,2022-12-19
75,114,99,Barakaldo,2022-12-18
36,98,54,Bilbao,2022-12-18
76,85,67,Alcobendas,2022-12-18
56,79,95,Mostoles,2022-12-18
68,128,96,Barakaldo,2022-12-17
68,78,44,Bilbao,2022-12-17
49,115,57,Alcobendas,2022-12-17
70,93,66,Mostoles,2022-12-17
42,82,43,Barakaldo,2022-12-16
63,106,43,Bilbao,2022-12-16
54,74,45,Alcobendas,2022-12-16
63,124,92,Mostoles,2022-12-16
48,103,82,Barakaldo,2022-12-15
66,62,72,Bilbao,2022-12-15
63,130,69,Alcobendas,2022-12-15
61,122,91,Mostoles,2022-12-15
76,64,64,Barakaldo,2022-12-14
43,110,86,Bilbao,2022-12-14
79,67,67,Alcobendas,2022-12-14
31,61,45,Mostoles,2022-12-14
60,137,80,Barakaldo,2022-12-13
40,73,66,Bilbao,2022-12-13
40,109,54,Alcobendas,2022-12-13
47,90,80,Mostoles,2022-12-13
75,138,74,Barakaldo,2022-12-12
41,109,40,Bilbao,2022-12-12
72,113,40,Alcobendas,2022-12-12
68,123,98,Mostoles,2022-12-12
39,102,66,Barakaldo,2022-12-11
34,90,44,Bilbao,2022-12-11
51,95,98,Alcobendas,2022-12-11
68,101,76,Mostoles,2022-12-11
50,94,50,Barakaldo,2022-12-10
79,68,84,Bilbao,2022-12-10
72,75,53,Alcobendas,2022-12-10
61,98,70,Mostoles,2022-12-10
46,127,92,Barakaldo,2022-12-09
46,64,47,Bilbao,2022-12-09
39,117,50,Alcobendas,2022-12-09
58,131,94,Mostoles,2022-12-09
50,104,73,Barakaldo,2022-12-08
30,78,85,Bilbao,2022-12-08
62,108,68,Alcobendas,2022-12-08
