indice_aire,nombre,fecha
109,Barakaldo,2021-07-13
297,Barakaldo,2021-07-12
181,Barakaldo,2021-07-11
6,Barakaldo,2021-07-10
25,Barakaldo,2021-07-09
71,Barakaldo,2021-07-08
267,Barakaldo,2021-07-07
70,Barakaldo,2021-07-06
119,Barakaldo,2021-07-05
209,Barakaldo,2021-07-04
295,Barakaldo,2021-07-03
88,Barakaldo,2021-07-02
105,Barakaldo,2021-07-01
111,Barakaldo,2021-06-30
188,Barakaldo,2021-06-29
233,Barakaldo,2021-06-28
297,Barakaldo,2021-06-27
184,Barakaldo,2021-06-26
28,Barakaldo,2021-06-25
281,Barakaldo,2021-06-24
264,Barakaldo,2021-06-23
240,Barakaldo,2021-06-22
241,Barakaldo,2021-06-21
292,Barakaldo,2021-06-20
156,Barakaldo,2021-06-19
268,Barakaldo,2021-06-18
122,Barakaldo,2021-06-17
60,Barakaldo,2021-06-16
32,Barakaldo,2021-06-15
45,Barakaldo,2021-06-14
117,Barakaldo,2021-06-13
273,Barakaldo,2021-06-12
91,Barakaldo,2021-06-11
130,Barakaldo,2021-06-10
144,Barakaldo,2021-06-09
31,Barakaldo,2021-06-08
282,Barakaldo,2021-06-07
281,Barakaldo,2021-06-06
138,Barakaldo,2021-06-05
119,Barakaldo,2021-06-04
256,Barakaldo,2021-06-03
62,Barakaldo,2021-06-02
30,Barakaldo,2021-06-01
229,Barakaldo,2021-05-31
68,Barakaldo,2021-05-30
238,Barakaldo,2021-05-29
110,Barakaldo,2021-05-28
286,Barakaldo,2021-05-27
54,Barakaldo,2021-05-26
289,Barakaldo,2021-05-25
30,Barakaldo,2021-05-24
205,Barakaldo,2021-05-23
145,Barakaldo,2021-05-22
72,Barakaldo,2021-05-21
244,Barakaldo,2021-05-20
5,Barakaldo,2021-05-19
177,Barakaldo,2021-05-18
222,Barakaldo,2021-05-17
96,Barakaldo,2021-05-16
145,Barakaldo,2021-05-15
123,Barakaldo,2021-05-14
171,Barakaldo,2021-05-13
97,Barakaldo,2021-05-12
254,Barakaldo,2021-05-11
155,Barakaldo,2021-05-10
217,Barakaldo,2021-05-09
59,Barakaldo,2021-05-08
183,Barakaldo,2021-05-07
200,Barakaldo,2021-05-06
88,Barakaldo,2021-05-05
174,Barakaldo,2021-05-04
192,Barakaldo,2021-05-03
263,Barakaldo,2021-05-02
273,Barakaldo,2021-05-01
152,Barakaldo,2021-04-30
149,Barakaldo,2021-04-29
123,Barakaldo,2021-04-28
205,Barakaldo,2021-04-27
60,Barakaldo,2021-04-26
107,Barakaldo,2021-04-25
125,Barakaldo,2021-04-24
43,Barakaldo,2021-04-23
230,Barakaldo,2021-04-22
196,Barakaldo,2021-04-21
32,Barakaldo,2021-04-20
265,Barakaldo,2021-04-19
113,Barakaldo,2021-04-18
222,Barakaldo,2021-04-17
188,Barakaldo,2021-04-16
283,Barakaldo,2021-04-15
223,Barakaldo,2021-04-14
80,Barakaldo,2021-04-13
39,Barakaldo,2021-04-12
34,Barakaldo,2021-04-11
271,Barakaldo,2021-04-10
18,Barakaldo,2021-04-09
187,Barakaldo,2021-04-08
209,Barakaldo,2021-04-07
195,Barakaldo,2021-04-06
208,Barakaldo,2021-04-05
180,Barakaldo,2021-04-04
134,Barakaldo,2021-04-03
41,Barakaldo,2021-04-02
14,Barakaldo,2021-04-01
175,Barakaldo,2021-03-31
197,Barakaldo,2021-03-30
139,Barakaldo,2021-03-29
145,Barakaldo,2021-03-28
5,Barakaldo,2021-03-27
203,Barakaldo,2021-03-26
92,Barakaldo,2021-03-25
166,Barakaldo,2021-03-24
59,Barakaldo,2021-03-23
88,Barakaldo,2021-03-22
263,Barakaldo,2021-03-21
83,Barakaldo,2021-03-20
44,Barakaldo,2021-03-19
230,Barakaldo,2021-03-18
227,Barakaldo,2021-03-17
121,Barakaldo,2021-03-16
186,Barakaldo,2021-03-15
138,Barakaldo,2021-03-14
130,Barakaldo,2021-03-13
73,Barakaldo,2021-03-12
204,Barakaldo,2021-03-11
109,Barakaldo,2021-03-10
167,Barakaldo,2021-03-09
287,Bilbao,2023-12-03
140,Bilbao,2023-12-02
273,Bilbao,2023-12-01
76,Bilbao,2023-11-30
121,Bilbao,2023-11-29
52,Bilbao,2023-11-28
278,Bilbao,2023-11-27
3,Bilbao,2023-11-26
265,Bilbao,2023-11-25
93,Bilbao,2023-11-24
187,Bilbao,2023-11-23
287,Bilbao,2023-11-22
139,Bilbao,2023-11-21
224,Bilbao,2023-11-20
271,Bilbao,2023-11-19
174,Bilbao,2023-11-18
192,Bilbao,2023-11-17
60,Bilbao,2023-11-16
144,Bilbao,2023-11-15
58,Bilbao,2023-11-14
171,Bilbao,2023-11-13
16,Bilbao,2023-11-12
154,Bilbao,2023-11-11
205,Bilbao,2023-11-10
44,Bilbao,2023-11-09
217,Bilbao,2023-11-08
233,Bilbao,2023-11-07
103,Bilbao,2023-11-06
165,Bilbao,2023-11-05
3,Bilbao,2023-11-04
179,Bilbao,2023-11-03
265,Bilbao,2023-11-02
58,Bilbao,2023-11-01
14,Bilbao,2023-10-31
10,Bilbao,2023-10-30
250,Bilbao,2023-10-29
24,Bilbao,2023-10-28
249,Bilbao,2023-10-27
17,Bilbao,2023-10-26
297,Bilbao,2023-10-25
9,Bilbao,2023-10-24
151,Bilbao,2023-10-23
208,Bilbao,2023-10-22
188,Bilbao,2023-10-21
98,Bilbao,2023-10-20
234,Bilbao,2023-10-19
116,Bilbao,2023-10-18
167,Bilbao,2023-10-17
202,Bilbao,2023-10-16
63,Bilbao,2023-10-15
25,Bilbao,2023-10-14
104,Bilbao,2023-10-13
168,Bilbao,2023-10-12
71,Bilbao,2023-10-11
224,Bilbao,2023-10-10
70,Bilbao,2023-10-09
127,Bilbao,2023-10-08
49,Bilbao,2023-10-07
86,Bilbao,2023-10-06
159,Bilbao,2023-10-05
56,Bilbao,2023-10-04
153,Bilbao,2023-10-03
55,Bilbao,2023-10-02
172,Bilbao,2023-10-01
23,Bilbao,2023-09-30
121,Bilbao,2023-09-29
79,Bilbao,2023-09-28
165,Bilbao,2023-09-27
233,Bilbao,2023-09-26
278,Bilbao,2023-09-25
109,Bilbao,2023-09-24
206,Bilbao,2023-09-23
108,Bilbao,2023-09-22
195,Bilbao,2023-09-21
264,Bilbao,2023-09-20
201,Bilbao,2023-09-19
158,Bilbao,2023-09-18
205,Bilbao,2023-09-17
134,Bilbao,2023-09-16
92,Bilbao,2023-09-15
20,Bilbao,2023-09-14
3,Bilbao,2023-09-13
64,Bilbao,2023-09-12
222,Bilbao,2023-09-11
202,Bilbao,2023-09-10
294,Bilbao,2023-09-09
148,Bilbao,2023-09-08
228,Bilbao,2023-09-07
117,Bilbao,2023-09-06
45,Bilbao,2023-09-05
216,Bilbao,2023-09-04
13,Bilbao,2023-09-03
121,Bilbao,2023-09-02
273,Bilbao,2023-09-01
300,Bilbao,2023-08-31
94,Bilbao,2023-08-30
292,Bilbao,2023-08-29
161,Bilbao,2023-08-28
217,Bilbao,2023-08-27
236,Bilbao,2023-08-26
198,Bilbao,2023-08-25
192,Bilbao,2023-08-24
292,Bilbao,2023-08-23
124,Bilbao,2023-08-22
51,Bilbao,2023-08-21
48,Bilbao,2023-08-20
220,Bilbao,2023-08-19
219,Bilbao,2023-08-18
140,Bilbao,2023-08-17
98,Bilbao,2023-08-16
35,Bilbao,2023-08-15
106,Bilbao,2023-08-14
300,Bilbao,2023-08-13
88,Bilbao,2023-08-12
33,Bilbao,2023-08-11
141,Bilbao,2023-08-10
48,Bilbao,2023-08-09
99,Bilbao,2023-08-08
176,Bilbao,2023-08-07
237,Bilbao,2023-08-06
97,Bilbao,2023-08-05
233,Bilbao,2023-08-04
163,Bilbao,2023-08-03
257,Bilbao,2023-08-02
35,Bilbao,2023-08-01
57,Bilbao,2023-07-31
251,Bilbao,2023-07-30
205,Bilbao,2023-07-29
216,Bilbao,2023-07-28
95,Bilbao,2023-07-27
261,Bilbao,2023-07-26
21,Bilbao,2023-07-25
122,Bilbao,2023-07-24
262,Bilbao,2023-07-23
8,Bilbao,2023-07-22
39,Bilbao,2023-07-21
169,Bilbao,2023-07-20
85,Bilbao,2023-07-19
220,Bilbao,2023-07-18
247,Bilbao,2023-07-17
278,Bilbao,2023-07-16
233,Bilbao,2023-07-15
163,Bilbao,2023-07-14
171,Bilbao,2023-07-13
244,Bilbao,2023-07-12
171,Bilbao,2023-07-11
167,Bilbao,2023-07-10
66,Bilbao,2023-07-09
145,Bilbao,2023-07-08
5,Bilbao,2023-07-07
23,Bilbao,2023-07-06
277,Bilbao,2023-07-05
7,Bilbao,2023-07-04
279,Bilbao,2023-07-03
108,Bilbao,2023-07-02
227,Bilbao,2023-07-01
96,Bilbao,2023-06-30
145,Bilbao,2023-06-29
238,Bilbao,2023-06-28
23,Bilbao,2023-06-27
9,Bilbao,2023-06-26
110,Bilbao,2023-06-25
274,Bilbao,2023-06-24
292,Bilbao,2023-06-23
187,Bilbao,2023-06-22
47,Bilbao,2023-06-21
24,Bilbao,2023-06-20
94,Bilbao,2023-06-19
264,Bilbao,2023-06-18
5,Bilbao,2023-06-17
213,Bilbao,2023-06-16
70,Bilbao,2023-06-15
141,Bilbao,2023-06-14
63,Bilbao,2023-06-13
116,Bilbao,2023-06-12
27,Bilbao,2023-06-11
131,Bilbao,2023-06-10
21,Bilbao,2023-06-09
83,Bilbao,2023-06-08
51,Bilbao,2023-06-07
222,Bilbao,2023-06-06
107,Bilbao,2023-06-05
189,Bilbao,2023-06-04
224,Bilbao,2023-06-03
63,Bilbao,2023-06-02
58,Bilbao,2023-06-01
96,Bilbao,2023-05-31
75,Bilbao,2023-05-30
146,Bilbao,2023-05-29
295,Bilbao,2023-05-28
209,Bilbao,2023-05-27
178,Bilbao,2023-05-26
267,Bilbao,2023-05-25
300,Bilbao,2023-05-24
60,Bilbao,2023-05-23
4,Bilbao,2023-05-22
73,Bilbao,2023-05-21
170,Bilbao,2023-05-20
156,Bilbao,2023-05-19
266,Bilbao,2023-05-18
25,Bilbao,2023-05-17
4,Bilbao,2023-05-16
72,Bilbao,2023-05-15
128,Bilbao,2023-05-14
248,Bilbao,2023-05-13
247,Bilbao,2023-05-12
72,Bilbao,2023-05-11
62,Bilbao,2023-05-10
231,Bilbao,2023-05-09
196,Bilbao,2023-05-08
106,Bilbao,2023-05-07
272,Bilbao,2023-05-06
18,Bilbao,2023-05-05
46,Bilbao,2023-05-04
285,Bilbao,2023-05-03
224,Bilbao,2023-05-02
283,Bilbao,2023-05-01
227,Bilbao,2023-04-30
160,Bilbao,2023-04-29
144,Bilbao,2023-04-28
291,Bilbao,2023-04-27
259,Bilbao,2023-04-26
152,Bilbao,2023-04-25
287,Bilbao,2023-04-24
292,Bilbao,2023-04-23
32,Bilbao,2023-04-22
193,Bilbao,2023-04-21
169,Bilbao,2023-04-20
283,Bilbao,2023-04-19
186,Bilbao,2023-04-18
289,Bilbao,2023-04-17
35,Bilbao,2023-04-16
54,Bilbao,2023-04-15
143,Bilbao,2023-04-14
16,Bilbao,2023-04-13
282,Bilbao,2023-04-12
98,Bilbao,2023-04-11
218,Bilbao,2023-04-10
9,Bilbao,2023-04-09
89,Bilbao,2023-04-08
35,Bilbao,2023-04-07
215,Bilbao,2023-04-06
186,Bilbao,2023-04-05
98,Bilbao,2023-04-04
2,Bilbao,2023-04-03
185,Bilbao,2023-04-02
49,Bilbao,2023-04-01
59,Bilbao,2023-03-31
7,Bilbao,2023-03-30
96,Bilbao,2023-03-29
137,Bilbao,2023-03-28
36,Bilbao,2023-03-27
125,Bilbao,2023-03-26
46,Bilbao,2023-03-25
214,Bilbao,2023-03-24
121,Bilbao,2023-03-23
14,Bilbao,2023-03-22
17,Bilbao,2023-03-21
31,Bilbao,2023-03-20
232,Bilbao,2023-03-19
159,Bilbao,2023-03-18
55,Bilbao,2023-03-17
196,Bilbao,2023-03-16
156,Bilbao,2023-03-15
185,Bilbao,2023-03-14
24,Bilbao,2023-03-13
136,Bilbao,2023-03-12
95,Bilbao,2023-03-11
87,Bilbao,2023-03-10
259,Bilbao,2023-03-09
123,Bilbao,2023-03-08
210,Bilbao,2023-03-07
167,Bilbao,2023-03-06
28,Bilbao,2023-03-05
23,Bilbao,2023-03-04
162,Bilbao,2023-03-03
299,Bilbao,2023-03-02
75,Bilbao,2023-03-01
74,Bilbao,2023-02-28
25,Bilbao,2023-02-27
119,Bilbao,2023-02-26
1,Bilbao,2023-02-25
99,Bilbao,2023-02-24
88,Bilbao,2023-02-23
53,Bilbao,2023-02-22
204,Bilbao,2023-02-21
224,Bilbao,2023-02-20
186,Bilbao,2023-02-19
113,Bilbao,2023-02-18
187,Bilbao,2023-02-17
246,Bilbao,2023-02-16
133,Bilbao,2023-02-15
113,Bilbao,2023-02-14
115,Bilbao,2023-02-13
268,Bilbao,2023-02-12
232,Bilbao,2023-02-11
206,Bilbao,2023-02-10
258,Bilbao,2023-02-09
211,Bilbao,2023-02-08
295,Bilbao,2023-02-07
130,Bilbao,2023-02-06
272,Bilbao,2023-02-05
58,Bilbao,2023-02-04
195,Bilbao,2023-02-03
117,Bilbao,2023-02-02
289,Bilbao,2023-02-01
90,Bilbao,2023-01-31
235,Bilbao,2023-01-30
208,Bilbao,2023-01-29
232,Bilbao,2023-01-28
124,Bilbao,2023-01-27
300,Bilbao,2023-01-26
169,Bilbao,2023-01-25
74,Bilbao,2023-01-24
165,Bilbao,2023-01-23
140,Bilbao,2023-01-22
208,Bilbao,2023-01-21
283,Bilbao,2023-01-20
118,Bilbao,2023-01-19
183,Bilbao,2023-01-18
40,Bilbao,2023-01-17
263,Bilbao,2023-01-16
241,Bilbao,2023-01-15
288,Bilbao,2023-01-14
239,Bilbao,2023-01-13
152,Bilbao,2023-01-12
127,Bilbao,2023-01-11
184,Bilbao,2023-01-10
284,Bilbao,2023-01-09
42,Bilbao,2023-01-08
133,Bilbao,2023-01-07
52,Bilbao,2023-01-06
87,Bilbao,2023-01-05
51,Bilbao,2023-01-04
221,Bilbao,2023-01-03
51,Bilbao,2023-01-02
154,Bilbao,2023-01-01
229,Bilbao,2022-12-31
250,Bilbao,2022-12-30
93,Bilbao,2022-12-29
127,Bilbao,2022-12-28
8,Bilbao,2022-12-27
163,Bilbao,2022-12-26
17,Bilbao,2022-12-25
294,Bilbao,2022-12-24
217,Bilbao,2022-12-23
29,Bilbao,2022-12-22
108,Bilbao,2022-12-21
278,Bilbao,2022-12-20
15,Bilbao,2022-12-19
55,Bilbao,2022-12-18
191,Bilbao,2022-12-17
240,Bilbao,2022-12-16
28,Bilbao,2022-12-15
73,Bilbao,2022-12-14
58,Bilbao,2022-12-13
142,Bilbao,2022-12-12
273,Bilbao,2022-12-11
253,Bilbao,2022-12-10
226,Bilbao,2022-12-09
184,Bilbao,2022-12-08
126,Bilbao,2022-12-07
30,Bilbao,2022-12-06
248,Bilbao,2022-12-05
180,Bilbao,2022-12-04
155,Bilbao,2022-12-03
105,Bilbao,2022-12-02
294,Bilbao,2022-12-01
253,Bilbao,2022-11-30
27,Bilbao,2022-11-29
184,Bilbao,2022-11-28
98,Bilbao,2022-11-27
172,Bilbao,2022-11-26
258,Bilbao,2022-11-25
167,Bilbao,2022-11-24
236,Bilbao,2022-11-23
142,Bilbao,2022-11-22
71,Bilbao,2022-11-21
283,Bilbao,2022-11-20
260,Bilbao,2022-11-19
226,Bilbao,2022-11-18
179,Bilbao,2022-11-17
245,Bilbao,2022-11-16
31,Bilbao,2022-11-15
171,Bilbao,2022-11-14
199,Bilbao,2022-11-13
274,Bilbao,2022-11-12
118,Bilbao,2022-11-11
257,Bilbao,2022-11-10
280,Bilbao,2022-11-09
5,Bilbao,2022-11-08
233,Bilbao,2022-11-07
290,Bilbao,2022-11-06
87,Bilbao,2022-11-05
84,Bilbao,2022-11-04
149,Bilbao,2022-11-03
216,Bilbao,2022-11-02
79,Bilbao,2022-11-01
215,Bilbao,2022-10-31
118,Bilbao,2022-10-30
212,Bilbao,2022-10-29
180,Bilbao,2022-10-28
108,Bilbao,2022-10-27
261,Bilbao,2022-10-26
2,Bilbao,2022-10-25
19,Bilbao,2022-10-24
257,Bilbao,2022-10-23
16,Bilbao,2022-10-22
192,Bilbao,2022-10-21
191,Bilbao,2022-10-20
133,Bilbao,2022-10-19
279,Bilbao,2022-10-18
111,Bilbao,2022-10-17
175,Bilbao,2022-10-16
166,Bilbao,2022-10-15
142,Bilbao,2022-10-14
230,Bilbao,2022-10-13
298,Bilbao,2022-10-12
174,Bilbao,2022-10-11
34,Bilbao,2022-10-10
170,Bilbao,2022-10-09
237,Bilbao,2022-10-08
141,Bilbao,2022-10-07
15,Bilbao,2022-10-06
231,Bilbao,2022-10-05
100,Bilbao,2022-10-04
57,Bilbao,2022-10-03
80,Bilbao,2022-10-02
12,Bilbao,2022-10-01
23,Bilbao,2022-09-30
85,Bilbao,2022-09-29
75,Bilbao,2022-09-28
81,Bilbao,2022-09-27
279,Bilbao,2022-09-26
296,Bilbao,2022-09-25
216,Bilbao,2022-09-24
138,Bilbao,2022-09-23
78,Bilbao,2022-09-22
212,Bilbao,2022-09-21
287,Bilbao,2022-09-20
75,Bilbao,2022-09-19
218,Bilbao,2022-09-18
224,Bilbao,2022-09-17
145,Bilbao,2022-09-16
211,Bilbao,2022-09-15
100,Bilbao,2022-09-14
189,Bilbao,2022-09-13
52,Bilbao,2022-09-12
72,Bilbao,2022-09-11
125,Bilbao,2022-09-10
125,Bilbao,2022-09-09
29,Bilbao,2022-09-08
242,Bilbao,2022-09-07
145,Bilbao,2022-09-06
244,Bilbao,2022-09-05
189,Bilbao,2022-09-04
199,Bilbao,2022-09-03
11,Bilbao,2022-09-02
11,Bilbao,2022-09-01
190,Bilbao,2022-08-31
114,Bilbao,2022-08-30
269,Bilbao,2022-08-29
202,Bilbao,2022-08-28
236,Bilbao,2022-08-27
277,Bilbao,2022-08-26
175,Bilbao,2022-08-25
5,Bilbao,2022-08-24
96,Bilbao,2022-08-23
286,Bilbao,2022-08-22
244,Bilbao,2022-08-21
195,Bilbao,2022-08-20
221,Bilbao,2022-08-19
199,Bilbao,2022-08-18
46,Bilbao,2022-08-17
65,Bilbao,2022-08-16
99,Bilbao,2022-08-15
244,Bilbao,2022-08-14
113,Bilbao,2022-08-13
198,Bilbao,2022-08-12
148,Bilbao,2022-08-11
233,Bilbao,2022-08-10
30,Bilbao,2022-08-09
117,Bilbao,2022-08-08
62,Bilbao,2022-08-07
231,Bilbao,2022-08-06
214,Bilbao,2022-08-05
38,Bilbao,2022-08-04
51,Bilbao,2022-08-03
172,Bilbao,2022-08-02
210,Bilbao,2022-08-01
129,Bilbao,2022-07-31
131,Bilbao,2022-07-30
117,Bilbao,2022-07-29
249,Bilbao,2022-07-28
28,Bilbao,2022-07-27
173,Bilbao,2022-07-26
209,Bilbao,2022-07-25
259,Bilbao,2022-07-24
292,Bilbao,2022-07-23
201,Bilbao,2022-07-22
59,Bilbao,2022-07-21
221,Bilbao,2022-07-20
275,Bilbao,2022-07-19
206,Bilbao,2022-07-18
70,Bilbao,2022-07-17
101,Bilbao,2022-07-16
246,Bilbao,2022-07-15
19,Bilbao,2022-07-14
91,Bilbao,2022-07-13
112,Bilbao,2022-07-12
14,Bilbao,2022-07-11
150,Bilbao,2022-07-10
152,Bilbao,2022-07-09
283,Bilbao,2022-07-08
205,Bilbao,2022-07-07
92,Bilbao,2022-07-06
11,Bilbao,2022-07-05
234,Bilbao,2022-07-04
116,Bilbao,2022-07-03
247,Bilbao,2022-07-02
36,Bilbao,2022-07-01
99,Bilbao,2022-06-30
238,Bilbao,2022-06-29
226,Bilbao,2022-06-28
293,Bilbao,2022-06-27
19,Bilbao,2022-06-26
222,Bilbao,2022-06-25
124,Bilbao,2022-06-24
202,Bilbao,2022-06-23
225,Bilbao,2022-06-22
240,Bilbao,2022-06-21
70,Bilbao,2022-06-20
299,Bilbao,2022-06-19
177,Bilbao,2022-06-18
247,Bilbao,2022-06-17
13,Bilbao,2022-06-16
210,Bilbao,2022-06-15
106,Bilbao,2022-06-14
161,Bilbao,2022-06-13
291,Bilbao,2022-06-12
218,Bilbao,2022-06-11
3,Bilbao,2022-06-10
113,Bilbao,2022-06-09
284,Bilbao,2022-06-08
92,Bilbao,2022-06-07
147,Bilbao,2022-06-06
30,Bilbao,2022-06-05
55,Bilbao,2022-06-04
297,Bilbao,2022-06-03
148,Bilbao,2022-06-02
257,Bilbao,2022-06-01
44,Bilbao,2022-05-31
8,Bilbao,2022-05-30
167,Bilbao,2022-05-29
231,Bilbao,2022-05-28
241,Bilbao,2022-05-27
207,Bilbao,2022-05-26
229,Bilbao,2022-05-25
61,Bilbao,2022-05-24
67,Bilbao,2022-05-23
113,Bilbao,2022-05-22
249,Bilbao,2022-05-21
77,Bilbao,2022-05-20
254,Bilbao,2022-05-19
200,Bilbao,2022-05-18
122,Bilbao,2022-05-17
56,Bilbao,2022-05-16
275,Bilbao,2022-05-15
184,Bilbao,2022-05-14
258,Bilbao,2022-05-13
232,Bilbao,2022-05-12
281,Bilbao,2022-05-11
296,Bilbao,2022-05-10
276,Bilbao,2022-05-09
253,Bilbao,2022-05-08
49,Bilbao,2022-05-07
62,Bilbao,2022-05-06
253,Bilbao,2022-05-05
139,Bilbao,2022-05-04
137,Bilbao,2022-05-03
65,Bilbao,2022-05-02
22,Bilbao,2022-05-01
152,Bilbao,2022-04-30
6,Bilbao,2022-04-29
157,Bilbao,2022-04-28
160,Bilbao,2022-04-27
190,Bilbao,2022-04-26
259,Bilbao,2022-04-25
41,Bilbao,2022-04-24
299,Bilbao,2022-04-23
262,Bilbao,2022-04-22
294,Bilbao,2022-04-21
59,Bilbao,2022-04-20
56,Bilbao,2022-04-19
100,Bilbao,2022-04-18
189,Bilbao,2022-04-17
125,Bilbao,2022-04-16
171,Bilbao,2022-04-15
217,Bilbao,2022-04-14
52,Bilbao,2022-04-13
220,Bilbao,2022-04-12
297,Bilbao,2022-04-11
229,Bilbao,2022-04-10
105,Bilbao,2022-04-09
223,Bilbao,2022-04-08
170,Bilbao,2022-04-07
193,Bilbao,2022-04-06
295,Bilbao,2022-04-05
241,Bilbao,2022-04-04
164,Bilbao,2022-04-03
8,Bilbao,2022-04-02
140,Bilbao,2022-04-01
275,Bilbao,2022-03-31
17,Bilbao,2022-03-30
120,Bilbao,2022-03-29
161,Bilbao,2022-03-28
224,Bilbao,2022-03-27
256,Bilbao,2022-03-26
203,Bilbao,2022-03-25
49,Bilbao,2022-03-24
117,Bilbao,2022-03-23
184,Bilbao,2022-03-22
105,Bilbao,2022-03-21
179,Bilbao,2022-03-20
234,Bilbao,2022-03-19
95,Bilbao,2022-03-18
195,Bilbao,2022-03-17
265,Bilbao,2022-03-16
235,Bilbao,2022-03-15
226,Bilbao,2022-03-14
137,Bilbao,2022-03-13
109,Bilbao,2022-03-12
130,Bilbao,2022-03-11
80,Bilbao,2022-03-10
294,Bilbao,2022-03-09
4,Bilbao,2022-03-08
249,Bilbao,2022-03-07
50,Bilbao,2022-03-06
113,Bilbao,2022-03-05
191,Bilbao,2022-03-04
196,Bilbao,2022-03-03
157,Bilbao,2022-03-02
264,Bilbao,2022-03-01
60,Bilbao,2022-02-28
92,Bilbao,2022-02-27
64,Bilbao,2022-02-26
37,Bilbao,2022-02-25
274,Bilbao,2022-02-24
46,Bilbao,2022-02-23
134,Bilbao,2022-02-22
193,Bilbao,2022-02-21
240,Bilbao,2022-02-20
118,Bilbao,2022-02-19
52,Bilbao,2022-02-18
254,Bilbao,2022-02-17
253,Bilbao,2022-02-16
135,Bilbao,2022-02-15
9,Bilbao,2022-02-14
261,Bilbao,2022-02-13
299,Bilbao,2022-02-12
6,Bilbao,2022-02-11
239,Bilbao,2022-02-10
40,Bilbao,2022-02-09
181,Bilbao,2022-02-08
32,Bilbao,2022-02-07
150,Bilbao,2022-02-06
158,Bilbao,2022-02-05
14,Bilbao,2022-02-04
196,Bilbao,2022-02-03
180,Bilbao,2022-02-02
139,Bilbao,2022-02-01
197,Bilbao,2022-01-31
207,Bilbao,2022-01-30
286,Bilbao,2022-01-29
108,Bilbao,2022-01-28
55,Bilbao,2022-01-27
8,Bilbao,2022-01-26
132,Bilbao,2022-01-25
54,Bilbao,2022-01-24
122,Bilbao,2022-01-23
280,Bilbao,2022-01-22
145,Bilbao,2022-01-21
35,Bilbao,2022-01-20
193,Bilbao,2022-01-19
108,Bilbao,2022-01-18
252,Bilbao,2022-01-17
177,Bilbao,2022-01-16
74,Bilbao,2022-01-15
181,Bilbao,2022-01-14
108,Bilbao,2022-01-13
29,Bilbao,2022-01-12
108,Bilbao,2022-01-11
153,Bilbao,2022-01-10
189,Bilbao,2022-01-09
185,Bilbao,2022-01-08
152,Bilbao,2022-01-07
173,Bilbao,2022-01-06
211,Bilbao,2022-01-05
169,Bilbao,2022-01-04
237,Bilbao,2022-01-03
177,Bilbao,2022-01-02
91,Bilbao,2022-01-01
166,Bilbao,2021-12-31
237,Bilbao,2021-12-30
187,Bilbao,2021-12-29
58,Bilbao,2021-12-28
134,Bilbao,2021-12-27
118,Bilbao,2021-12-26
165,Bilbao,2021-12-25
202,Bilbao,2021-12-24
119,Bilbao,2021-12-23
62,Bilbao,2021-12-22
118,Bilbao,2021-12-21
87,Bilbao,2021-12-20
277,Bilbao,2021-12-19
71,Bilbao,2021-12-18
56,Bilbao,2021-12-17
90,Bilbao,2021-12-16
73,Bilbao,2021-12-15
300,Bilbao,2021-12-14
35,Bilbao,2021-12-13
141,Bilbao,2021-12-12
88,Bilbao,2021-12-11
80,Bilbao,2021-12-10
48,Bilbao,2021-12-09
52,Bilbao,2021-12-08
87,Bilbao,2021-12-07
22,Bilbao,2021-12-06
151,Bilbao,2021-12-05
298,Bilbao,2021-12-04
209,Bilbao,2021-12-03
216,Bilbao,2021-12-02
123,Bilbao,2021-12-01
52,Bilbao,2021-11-30
275,Bilbao,2021-11-29
271,Bilbao,2021-11-28
107,Bilbao,2021-11-27
207,Bilbao,2021-11-26
53,Bilbao,2021-11-25
50,Bilbao,2021-11-24
175,Bilbao,2021-11-23
239,Bilbao,2021-11-22
98,Bilbao,2021-11-21
105,Bilbao,2021-11-20
118,Bilbao,2021-11-19
75,Bilbao,2021-11-18
168,Bilbao,2021-11-17
213,Bilbao,2021-11-16
260,Bilbao,2021-11-15
196,Bilbao,2021-11-14
88,Bilbao,2021-11-13
260,Bilbao,2021-11-12
229,Bilbao,2021-11-11
166,Bilbao,2021-11-10
202,Bilbao,2021-11-09
247,Bilbao,2021-11-08
248,Bilbao,2021-11-07
74,Bilbao,2021-11-06
145,Bilbao,2021-11-05
181,Bilbao,2021-11-04
235,Bilbao,2021-11-03
149,Bilbao,2021-11-02
120,Bilbao,2021-11-01
104,Bilbao,2021-10-31
202,Bilbao,2021-10-30
148,Bilbao,2021-10-29
259,Bilbao,2021-10-28
266,Bilbao,2021-10-27
114,Bilbao,2021-10-26
260,Bilbao,2021-10-25
14,Bilbao,2021-10-24
31,Bilbao,2021-10-23
143,Bilbao,2021-10-22
162,Bilbao,2021-10-21
199,Bilbao,2021-10-20
188,Bilbao,2021-10-19
218,Bilbao,2021-10-18
214,Bilbao,2021-10-17
171,Bilbao,2021-10-16
204,Bilbao,2021-10-15
263,Bilbao,2021-10-14
100,Bilbao,2021-10-13
141,Bilbao,2021-10-12
29,Bilbao,2021-10-11
182,Bilbao,2021-10-10
224,Bilbao,2021-10-09
36,Bilbao,2021-10-08
254,Bilbao,2021-10-07
214,Bilbao,2021-10-06
142,Bilbao,2021-10-05
259,Bilbao,2021-10-04
180,Bilbao,2021-10-03
289,Bilbao,2021-10-02
77,Bilbao,2021-10-01
122,Bilbao,2021-09-30
36,Bilbao,2021-09-29
