co2,ch4,n2o,fecha,nombre
452,308,429,2022-01-04,Barakaldo
404,434,307,2022-01-03,Barakaldo
900,589,772,2022-01-02,Barakaldo
779,761,964,2022-01-01,Barakaldo
300,714,497,2021-12-31,Barakaldo
340,306,979,2021-12-30,Barakaldo
789,912,501,2021-12-29,Barakaldo
634,375,460,2021-12-28,Barakaldo
412,584,887,2021-12-27,Barakaldo
754,988,745,2021-12-26,Barakaldo
404,798,341,2021-12-25,Barakaldo
362,710,362,2021-12-24,Barakaldo
751,516,814,2021-12-23,Barakaldo
436,886,749,2021-12-22,Barakaldo
506,516,325,2021-12-21,Barakaldo
634,778,875,2021-12-20,Barakaldo
781,955,583,2021-12-19,Barakaldo
759,482,585,2021-12-18,Barakaldo
940,948,591,2021-12-17,Barakaldo
957,527,659,2021-12-16,Barakaldo
959,300,432,2021-12-15,Barakaldo
793,807,988,2021-12-14,Barakaldo
470,321,744,2021-12-13,Barakaldo
988,378,809,2021-12-12,Barakaldo
896,996,760,2021-12-11,Barakaldo
689,315,880,2021-12-10,Barakaldo
603,730,454,2021-12-09,Barakaldo
495,395,954,2021-12-08,Barakaldo
464,508,340,2021-12-07,Barakaldo
435,897,808,2021-12-06,Barakaldo
874,414,774,2021-12-05,Barakaldo
538,464,303,2021-12-04,Barakaldo
506,975,478,2021-12-03,Barakaldo
816,333,475,2021-12-02,Barakaldo
521,404,927,2021-12-01,Barakaldo
893,916,539,2021-11-30,Barakaldo
696,802,866,2021-11-29,Barakaldo
310,472,658,2021-11-28,Barakaldo
686,444,899,2021-11-27,Barakaldo
840,428,626,2021-11-26,Barakaldo
623,935,333,2021-11-25,Barakaldo
716,388,367,2021-11-24,Barakaldo
725,569,722,2021-11-23,Barakaldo
803,773,371,2021-11-22,Barakaldo
610,625,491,2021-11-21,Barakaldo
891,659,576,2021-11-20,Barakaldo
591,382,855,2021-11-19,Barakaldo
399,917,384,2021-11-18,Barakaldo
313,376,645,2021-11-17,Barakaldo
846,960,840,2021-11-16,Barakaldo
448,865,478,2021-11-15,Barakaldo
532,891,898,2021-11-14,Barakaldo
320,541,497,2021-11-13,Barakaldo
823,665,483,2021-11-12,Barakaldo
720,411,559,2021-11-11,Barakaldo
553,358,753,2021-11-10,Barakaldo
977,996,768,2021-11-09,Barakaldo
455,408,806,2021-11-08,Barakaldo
379,775,479,2021-11-07,Barakaldo
568,774,778,2021-11-06,Barakaldo
502,513,423,2021-11-05,Barakaldo
480,641,762,2021-11-04,Barakaldo
533,974,301,2021-11-03,Barakaldo
945,621,579,2021-11-02,Barakaldo
957,926,566,2021-11-01,Barakaldo
565,390,401,2021-10-31,Barakaldo
958,769,627,2021-10-30,Barakaldo
382,634,359,2021-10-29,Barakaldo
699,342,750,2021-10-28,Barakaldo
963,998,668,2021-10-27,Barakaldo
498,545,583,2021-10-26,Barakaldo
327,472,609,2021-10-25,Barakaldo
426,435,906,2021-10-24,Barakaldo
489,908,911,2021-10-23,Barakaldo
523,634,921,2021-10-22,Barakaldo
638,597,447,2021-10-21,Barakaldo
388,556,593,2021-10-20,Barakaldo
315,619,539,2021-10-19,Barakaldo
309,565,529,2021-10-18,Barakaldo
967,958,398,2021-10-17,Barakaldo
823,522,724,2021-10-16,Barakaldo
814,727,938,2021-10-15,Barakaldo
694,947,691,2021-10-14,Barakaldo
769,806,933,2021-10-13,Barakaldo
357,566,522,2021-10-12,Barakaldo
579,621,426,2021-10-11,Barakaldo
314,391,831,2021-10-10,Barakaldo
888,674,832,2021-10-09,Barakaldo
558,377,803,2021-10-08,Barakaldo
629,714,400,2021-10-07,Barakaldo
424,349,440,2021-10-06,Barakaldo
671,699,309,2021-10-05,Barakaldo
539,751,391,2021-10-04,Barakaldo
861,711,429,2021-10-03,Barakaldo
872,819,370,2021-10-02,Barakaldo
899,877,736,2021-10-01,Barakaldo
658,336,624,2021-09-30,Barakaldo
512,654,776,2021-09-29,Barakaldo
762,846,338,2021-09-28,Barakaldo
559,581,646,2021-09-27,Barakaldo
953,431,895,2021-09-26,Barakaldo
545,395,954,2021-09-25,Barakaldo
726,414,876,2021-09-24,Barakaldo
867,469,501,2021-09-23,Barakaldo
401,896,535,2021-09-22,Barakaldo
460,384,569,2021-09-21,Barakaldo
405,513,627,2021-09-20,Barakaldo
742,972,861,2021-09-19,Barakaldo
511,459,838,2021-09-18,Barakaldo
414,480,469,2021-09-17,Barakaldo
303,419,362,2021-09-16,Barakaldo
978,834,483,2021-09-15,Barakaldo
774,934,486,2021-09-14,Barakaldo
787,707,338,2021-09-13,Barakaldo
555,535,777,2021-09-12,Barakaldo
961,755,341,2021-09-11,Barakaldo
327,999,925,2021-09-10,Barakaldo
623,331,887,2021-09-09,Barakaldo
528,370,891,2021-09-08,Barakaldo
640,544,836,2021-09-07,Barakaldo
721,376,586,2021-09-06,Barakaldo
754,920,829,2021-09-05,Barakaldo
557,345,552,2021-09-04,Barakaldo
339,789,661,2021-09-03,Barakaldo
686,431,466,2021-09-02,Barakaldo
768,316,647,2021-09-01,Barakaldo
970,882,927,2021-08-31,Barakaldo
973,610,309,2021-08-30,Barakaldo
529,675,321,2021-08-29,Barakaldo
879,326,881,2021-08-28,Barakaldo
757,791,529,2021-08-27,Barakaldo
403,733,857,2021-08-26,Barakaldo
427,637,608,2021-08-25,Barakaldo
320,713,320,2021-08-24,Barakaldo
495,657,611,2021-08-23,Barakaldo
746,318,672,2021-08-22,Barakaldo
787,641,302,2021-08-21,Barakaldo
866,556,334,2021-08-20,Barakaldo
328,313,323,2021-08-19,Barakaldo
320,626,594,2021-08-18,Barakaldo
479,812,470,2021-08-17,Barakaldo
448,896,814,2021-08-16,Barakaldo
761,644,721,2021-08-15,Barakaldo
796,797,322,2021-08-14,Barakaldo
788,578,571,2021-08-13,Barakaldo
522,679,603,2021-08-12,Barakaldo
924,546,469,2021-08-11,Barakaldo
787,586,387,2021-08-10,Barakaldo
710,461,519,2021-08-09,Barakaldo
607,590,809,2021-08-08,Barakaldo
309,338,567,2021-08-07,Barakaldo
490,575,502,2021-08-06,Barakaldo
913,369,730,2021-08-05,Barakaldo
497,821,468,2021-08-04,Barakaldo
394,723,611,2021-08-03,Barakaldo
858,358,616,2021-08-02,Barakaldo
931,718,935,2021-08-01,Barakaldo
720,710,778,2021-07-31,Barakaldo
598,521,756,2021-07-30,Barakaldo
583,969,706,2021-07-29,Barakaldo
948,971,836,2021-07-28,Barakaldo
398,666,720,2021-07-27,Barakaldo
733,820,643,2021-07-26,Barakaldo
611,487,400,2021-07-25,Barakaldo
813,849,927,2021-07-24,Barakaldo
918,649,651,2021-07-23,Barakaldo
549,941,702,2021-07-22,Barakaldo
906,663,402,2021-07-21,Barakaldo
982,566,619,2021-07-20,Barakaldo
939,876,521,2021-07-19,Barakaldo
492,488,959,2021-07-18,Barakaldo
952,534,864,2021-07-17,Barakaldo
465,786,736,2021-07-16,Barakaldo
579,772,560,2021-07-15,Barakaldo
916,945,301,2021-07-14,Barakaldo
953,819,431,2021-07-13,Barakaldo
348,408,864,2021-07-12,Barakaldo
663,788,528,2021-07-11,Barakaldo
714,431,761,2021-07-10,Barakaldo
870,321,552,2021-07-09,Barakaldo
608,930,385,2021-07-08,Barakaldo
524,652,828,2021-07-07,Barakaldo
670,632,554,2021-07-06,Barakaldo
904,775,930,2021-07-05,Barakaldo
535,433,312,2021-07-04,Barakaldo
891,428,528,2021-07-03,Barakaldo
942,971,364,2021-07-02,Barakaldo
916,321,853,2021-07-01,Barakaldo
629,301,419,2021-06-30,Barakaldo
309,402,837,2021-06-29,Barakaldo
423,775,655,2021-06-28,Barakaldo
640,779,335,2021-06-27,Barakaldo
549,367,328,2021-06-26,Barakaldo
356,904,333,2021-06-25,Barakaldo
349,964,867,2021-06-24,Barakaldo
638,869,759,2021-06-23,Barakaldo
423,347,793,2021-06-22,Barakaldo
780,561,638,2021-06-21,Barakaldo
646,460,320,2021-06-20,Barakaldo
594,904,697,2021-06-19,Barakaldo
442,394,896,2021-06-18,Barakaldo
854,718,791,2021-06-17,Barakaldo
835,899,825,2021-06-16,Barakaldo
844,529,940,2021-06-15,Barakaldo
807,800,350,2021-06-14,Barakaldo
319,877,752,2021-06-13,Barakaldo
638,487,694,2021-06-12,Barakaldo
600,706,787,2021-06-11,Barakaldo
790,321,868,2021-06-10,Barakaldo
479,952,357,2021-06-09,Barakaldo
552,739,778,2021-06-08,Barakaldo
515,969,655,2021-06-07,Barakaldo
741,498,742,2021-06-06,Barakaldo
551,430,495,2021-06-05,Barakaldo
691,990,689,2021-06-04,Barakaldo
576,665,413,2021-06-03,Barakaldo
545,406,744,2021-06-02,Barakaldo
690,781,874,2021-06-01,Barakaldo
598,560,583,2021-05-31,Barakaldo
647,504,467,2021-05-30,Barakaldo
804,747,446,2021-05-29,Barakaldo
852,868,806,2021-05-28,Barakaldo
797,628,301,2021-05-27,Barakaldo
596,854,921,2021-05-26,Barakaldo
621,681,613,2021-05-25,Barakaldo
946,451,522,2021-05-24,Barakaldo
725,829,407,2021-05-23,Barakaldo
653,446,615,2021-05-22,Barakaldo
682,351,923,2021-05-21,Barakaldo
906,474,701,2021-05-20,Barakaldo
458,489,760,2021-05-19,Barakaldo
712,706,813,2021-05-18,Barakaldo
975,540,616,2021-05-17,Barakaldo
875,887,871,2021-05-16,Barakaldo
534,569,820,2021-05-15,Barakaldo
972,808,974,2021-05-14,Barakaldo
812,884,772,2021-05-13,Barakaldo
473,445,318,2021-05-12,Barakaldo
637,460,460,2021-05-11,Barakaldo
853,908,846,2021-05-10,Barakaldo
606,319,777,2021-05-09,Barakaldo
518,974,405,2021-05-08,Barakaldo
878,774,949,2021-05-07,Barakaldo
360,429,868,2021-05-06,Barakaldo
842,831,622,2021-05-05,Barakaldo
897,611,400,2021-05-04,Barakaldo
509,313,321,2021-05-03,Barakaldo
474,783,751,2021-05-02,Barakaldo
850,343,547,2021-05-01,Barakaldo
407,553,751,2021-04-30,Barakaldo
942,808,638,2021-04-29,Barakaldo
782,456,492,2021-04-28,Barakaldo
843,662,923,2021-04-27,Barakaldo
331,357,663,2021-04-26,Barakaldo
558,965,731,2021-04-25,Barakaldo
391,606,531,2021-04-24,Barakaldo
405,564,529,2021-04-23,Barakaldo
407,402,772,2021-04-22,Barakaldo
442,755,657,2021-04-21,Barakaldo
676,330,767,2021-04-20,Barakaldo
730,987,680,2021-04-19,Barakaldo
502,888,903,2021-04-18,Barakaldo
465,645,917,2021-04-17,Barakaldo
859,811,377,2021-04-16,Barakaldo
639,467,404,2021-04-15,Barakaldo
503,930,577,2021-04-14,Barakaldo
301,948,623,2021-04-13,Barakaldo
729,646,611,2021-04-12,Barakaldo
346,437,974,2021-04-11,Barakaldo
890,793,989,2021-04-10,Barakaldo
554,336,401,2021-04-09,Barakaldo
436,526,967,2021-04-08,Barakaldo
532,969,443,2021-04-07,Barakaldo
351,648,383,2021-04-06,Barakaldo
738,453,578,2021-04-05,Barakaldo
823,607,348,2021-04-04,Barakaldo
556,629,337,2021-04-03,Barakaldo
951,664,790,2021-04-02,Barakaldo
823,626,783,2021-04-01,Barakaldo
890,697,980,2021-03-31,Barakaldo
507,980,620,2021-03-30,Barakaldo
765,365,901,2021-03-29,Barakaldo
639,437,966,2021-03-28,Barakaldo
388,953,421,2021-03-27,Barakaldo
792,353,508,2021-03-26,Barakaldo
947,305,399,2021-03-25,Barakaldo
726,834,506,2021-03-24,Barakaldo
998,952,596,2021-03-23,Barakaldo
786,862,512,2021-03-22,Barakaldo
476,855,674,2021-03-21,Barakaldo
638,878,674,2021-03-20,Barakaldo
432,794,656,2021-03-19,Barakaldo
415,344,545,2021-03-18,Barakaldo
325,791,982,2021-03-17,Barakaldo
755,747,456,2021-03-16,Barakaldo
581,341,812,2021-03-15,Barakaldo
938,547,301,2021-03-14,Barakaldo
423,642,534,2021-03-13,Barakaldo
476,770,472,2021-03-12,Barakaldo
574,602,423,2021-03-11,Barakaldo
735,786,618,2021-03-10,Barakaldo
309,525,322,2021-03-09,Barakaldo
562,427,433,2023-12-03,Bilbao
432,920,331,2023-12-02,Bilbao
955,360,453,2023-12-01,Bilbao
519,573,816,2023-11-30,Bilbao
785,770,314,2023-11-29,Bilbao
547,517,750,2023-11-28,Bilbao
334,985,456,2023-11-27,Bilbao
528,348,896,2023-11-26,Bilbao
982,531,863,2023-11-25,Bilbao
586,515,887,2023-11-24,Bilbao
719,690,413,2023-11-23,Bilbao
448,792,789,2023-11-22,Bilbao
533,931,642,2023-11-21,Bilbao
925,614,330,2023-11-20,Bilbao
854,881,482,2023-11-19,Bilbao
562,539,743,2023-11-18,Bilbao
501,702,988,2023-11-17,Bilbao
771,926,331,2023-11-16,Bilbao
997,872,869,2023-11-15,Bilbao
635,310,644,2023-11-14,Bilbao
302,885,345,2023-11-13,Bilbao
597,675,483,2023-11-12,Bilbao
494,535,390,2023-11-11,Bilbao
433,567,366,2023-11-10,Bilbao
518,575,882,2023-11-09,Bilbao
616,414,453,2023-11-08,Bilbao
720,420,835,2023-11-07,Bilbao
949,880,801,2023-11-06,Bilbao
529,711,826,2023-11-05,Bilbao
474,530,522,2023-11-04,Bilbao
761,746,421,2023-11-03,Bilbao
402,545,822,2023-11-02,Bilbao
861,948,655,2023-11-01,Bilbao
631,923,468,2023-10-31,Bilbao
700,864,401,2023-10-30,Bilbao
978,857,968,2023-10-29,Bilbao
671,747,428,2023-10-28,Bilbao
451,599,655,2023-10-27,Bilbao
935,946,774,2023-10-26,Bilbao
413,523,349,2023-10-25,Bilbao
592,575,679,2023-10-24,Bilbao
838,990,337,2023-10-23,Bilbao
829,844,399,2023-10-22,Bilbao
838,372,722,2023-10-21,Bilbao
343,698,556,2023-10-20,Bilbao
484,906,898,2023-10-19,Bilbao
889,329,919,2023-10-18,Bilbao
948,788,380,2023-10-17,Bilbao
957,819,409,2023-10-16,Bilbao
894,586,957,2023-10-15,Bilbao
910,906,746,2023-10-14,Bilbao
754,687,549,2023-10-13,Bilbao
678,478,764,2023-10-12,Bilbao
541,989,538,2023-10-11,Bilbao
725,454,552,2023-10-10,Bilbao
730,705,996,2023-10-09,Bilbao
344,328,317,2023-10-08,Bilbao
643,749,873,2023-10-07,Bilbao
575,851,593,2023-10-06,Bilbao
472,867,891,2023-10-05,Bilbao
655,350,646,2023-10-04,Bilbao
459,387,585,2023-10-03,Bilbao
358,577,433,2023-10-02,Bilbao
727,662,863,2023-10-01,Bilbao
476,372,324,2023-09-30,Bilbao
770,449,372,2023-09-29,Bilbao
736,494,654,2023-09-28,Bilbao
950,531,962,2023-09-27,Bilbao
650,703,480,2023-09-26,Bilbao
769,722,487,2023-09-25,Bilbao
817,768,683,2023-09-24,Bilbao
814,459,607,2023-09-23,Bilbao
402,902,647,2023-09-22,Bilbao
389,835,694,2023-09-21,Bilbao
620,668,347,2023-09-20,Bilbao
971,617,475,2023-09-19,Bilbao
961,430,980,2023-09-18,Bilbao
639,653,632,2023-09-17,Bilbao
606,554,362,2023-09-16,Bilbao
634,795,878,2023-09-15,Bilbao
343,973,542,2023-09-14,Bilbao
324,425,824,2023-09-13,Bilbao
535,644,601,2023-09-12,Bilbao
941,430,425,2023-09-11,Bilbao
552,531,402,2023-09-10,Bilbao
978,836,513,2023-09-09,Bilbao
768,436,798,2023-09-08,Bilbao
812,508,351,2023-09-07,Bilbao
321,386,866,2023-09-06,Bilbao
526,478,606,2023-09-05,Bilbao
928,694,792,2023-09-04,Bilbao
909,407,492,2023-09-03,Bilbao
568,729,560,2023-09-02,Bilbao
459,343,577,2023-09-01,Bilbao
809,348,406,2023-08-31,Bilbao
671,404,310,2023-08-30,Bilbao
951,791,326,2023-08-29,Bilbao
387,598,729,2023-08-28,Bilbao
866,365,632,2023-08-27,Bilbao
867,457,404,2023-08-26,Bilbao
370,608,394,2023-08-25,Bilbao
906,994,439,2023-08-24,Bilbao
539,981,947,2023-08-23,Bilbao
505,745,774,2023-08-22,Bilbao
411,316,456,2023-08-21,Bilbao
888,328,640,2023-08-20,Bilbao
510,507,391,2023-08-19,Bilbao
880,523,706,2023-08-18,Bilbao
451,757,542,2023-08-17,Bilbao
692,349,785,2023-08-16,Bilbao
462,648,389,2023-08-15,Bilbao
352,426,407,2023-08-14,Bilbao
575,952,779,2023-08-13,Bilbao
540,782,334,2023-08-12,Bilbao
919,302,481,2023-08-11,Bilbao
689,920,500,2023-08-10,Bilbao
659,749,378,2023-08-09,Bilbao
312,312,930,2023-08-08,Bilbao
377,619,706,2023-08-07,Bilbao
515,303,567,2023-08-06,Bilbao
930,368,593,2023-08-05,Bilbao
865,354,766,2023-08-04,Bilbao
840,848,752,2023-08-03,Bilbao
545,689,892,2023-08-02,Bilbao
402,611,439,2023-08-01,Bilbao
860,892,770,2023-07-31,Bilbao
745,393,865,2023-07-30,Bilbao
696,524,543,2023-07-29,Bilbao
950,679,747,2023-07-28,Bilbao
767,971,435,2023-07-27,Bilbao
627,955,572,2023-07-26,Bilbao
819,635,502,2023-07-25,Bilbao
473,542,826,2023-07-24,Bilbao
678,476,493,2023-07-23,Bilbao
855,744,572,2023-07-22,Bilbao
872,599,423,2023-07-21,Bilbao
758,940,837,2023-07-20,Bilbao
445,725,399,2023-07-19,Bilbao
351,880,707,2023-07-18,Bilbao
742,878,885,2023-07-17,Bilbao
542,615,799,2023-07-16,Bilbao
322,865,480,2023-07-15,Bilbao
458,901,392,2023-07-14,Bilbao
783,473,759,2023-07-13,Bilbao
437,302,594,2023-07-12,Bilbao
491,547,559,2023-07-11,Bilbao
839,381,385,2023-07-10,Bilbao
822,980,518,2023-07-09,Bilbao
371,827,630,2023-07-08,Bilbao
785,618,361,2023-07-07,Bilbao
304,699,727,2023-07-06,Bilbao
465,851,759,2023-07-05,Bilbao
442,992,891,2023-07-04,Bilbao
738,761,868,2023-07-03,Bilbao
301,517,370,2023-07-02,Bilbao
885,901,796,2023-07-01,Bilbao
908,440,466,2023-06-30,Bilbao
943,858,368,2023-06-29,Bilbao
538,370,683,2023-06-28,Bilbao
790,311,974,2023-06-27,Bilbao
652,946,546,2023-06-26,Bilbao
583,476,822,2023-06-25,Bilbao
886,458,505,2023-06-24,Bilbao
399,316,588,2023-06-23,Bilbao
690,455,742,2023-06-22,Bilbao
864,786,442,2023-06-21,Bilbao
810,407,677,2023-06-20,Bilbao
863,775,317,2023-06-19,Bilbao
521,975,439,2023-06-18,Bilbao
469,864,362,2023-06-17,Bilbao
322,839,476,2023-06-16,Bilbao
725,870,710,2023-06-15,Bilbao
526,496,305,2023-06-14,Bilbao
828,756,932,2023-06-13,Bilbao
339,456,740,2023-06-12,Bilbao
306,673,374,2023-06-11,Bilbao
677,888,621,2023-06-10,Bilbao
641,773,467,2023-06-09,Bilbao
502,735,643,2023-06-08,Bilbao
541,490,459,2023-06-07,Bilbao
701,913,992,2023-06-06,Bilbao
622,668,350,2023-06-05,Bilbao
389,393,466,2023-06-04,Bilbao
517,654,543,2023-06-03,Bilbao
717,331,555,2023-06-02,Bilbao
351,422,955,2023-06-01,Bilbao
432,470,486,2023-05-31,Bilbao
897,435,553,2023-05-30,Bilbao
846,699,811,2023-05-29,Bilbao
838,308,328,2023-05-28,Bilbao
402,424,949,2023-05-27,Bilbao
311,499,474,2023-05-26,Bilbao
546,499,726,2023-05-25,Bilbao
651,940,773,2023-05-24,Bilbao
538,850,628,2023-05-23,Bilbao
654,909,945,2023-05-22,Bilbao
737,631,583,2023-05-21,Bilbao
947,611,611,2023-05-20,Bilbao
739,569,668,2023-05-19,Bilbao
330,878,332,2023-05-18,Bilbao
714,761,395,2023-05-17,Bilbao
625,782,402,2023-05-16,Bilbao
433,535,368,2023-05-15,Bilbao
835,999,835,2023-05-14,Bilbao
959,814,586,2023-05-13,Bilbao
779,577,567,2023-05-12,Bilbao
487,573,362,2023-05-11,Bilbao
444,511,658,2023-05-10,Bilbao
702,351,927,2023-05-09,Bilbao
716,585,440,2023-05-08,Bilbao
339,326,884,2023-05-07,Bilbao
771,491,559,2023-05-06,Bilbao
995,662,858,2023-05-05,Bilbao
879,700,536,2023-05-04,Bilbao
462,598,449,2023-05-03,Bilbao
309,968,760,2023-05-02,Bilbao
399,578,352,2023-05-01,Bilbao
886,710,913,2023-04-30,Bilbao
877,699,460,2023-04-29,Bilbao
362,402,774,2023-04-28,Bilbao
687,972,600,2023-04-27,Bilbao
666,659,578,2023-04-26,Bilbao
587,941,444,2023-04-25,Bilbao
633,575,892,2023-04-24,Bilbao
931,904,505,2023-04-23,Bilbao
969,914,951,2023-04-22,Bilbao
901,645,972,2023-04-21,Bilbao
425,490,721,2023-04-20,Bilbao
515,738,542,2023-04-19,Bilbao
367,718,480,2023-04-18,Bilbao
365,436,709,2023-04-17,Bilbao
584,867,878,2023-04-16,Bilbao
985,431,499,2023-04-15,Bilbao
772,417,600,2023-04-14,Bilbao
712,969,802,2023-04-13,Bilbao
762,387,786,2023-04-12,Bilbao
350,963,913,2023-04-11,Bilbao
761,884,650,2023-04-10,Bilbao
718,881,607,2023-04-09,Bilbao
810,730,410,2023-04-08,Bilbao
875,969,676,2023-04-07,Bilbao
952,793,902,2023-04-06,Bilbao
504,487,412,2023-04-05,Bilbao
510,498,637,2023-04-04,Bilbao
531,400,961,2023-04-03,Bilbao
390,983,770,2023-04-02,Bilbao
535,347,395,2023-04-01,Bilbao
508,309,694,2023-03-31,Bilbao
711,802,595,2023-03-30,Bilbao
843,859,499,2023-03-29,Bilbao
700,880,642,2023-03-28,Bilbao
418,935,957,2023-03-27,Bilbao
707,402,388,2023-03-26,Bilbao
387,587,747,2023-03-25,Bilbao
877,913,908,2023-03-24,Bilbao
794,993,779,2023-03-23,Bilbao
712,542,492,2023-03-22,Bilbao
572,689,317,2023-03-21,Bilbao
316,956,377,2023-03-20,Bilbao
403,915,758,2023-03-19,Bilbao
304,998,934,2023-03-18,Bilbao
464,558,807,2023-03-17,Bilbao
391,386,692,2023-03-16,Bilbao
732,466,821,2023-03-15,Bilbao
511,379,976,2023-03-14,Bilbao
815,421,568,2023-03-13,Bilbao
711,955,925,2023-03-12,Bilbao
430,382,386,2023-03-11,Bilbao
967,473,769,2023-03-10,Bilbao
420,952,401,2023-03-09,Bilbao
483,547,726,2023-03-08,Bilbao
355,644,737,2023-03-07,Bilbao
616,316,611,2023-03-06,Bilbao
539,492,932,2023-03-05,Bilbao
373,474,671,2023-03-04,Bilbao
875,707,811,2023-03-03,Bilbao
817,880,942,2023-03-02,Bilbao
514,531,446,2023-03-01,Bilbao
304,772,988,2023-02-28,Bilbao
552,865,899,2023-02-27,Bilbao
759,907,814,2023-02-26,Bilbao
791,868,760,2023-02-25,Bilbao
688,833,645,2023-02-24,Bilbao
609,603,906,2023-02-23,Bilbao
485,949,434,2023-02-22,Bilbao
349,339,878,2023-02-21,Bilbao
787,492,416,2023-02-20,Bilbao
846,478,307,2023-02-19,Bilbao
394,669,952,2023-02-18,Bilbao
871,999,353,2023-02-17,Bilbao
639,353,364,2023-02-16,Bilbao
867,924,808,2023-02-15,Bilbao
961,538,468,2023-02-14,Bilbao
827,481,848,2023-02-13,Bilbao
601,322,612,2023-02-12,Bilbao
332,679,304,2023-02-11,Bilbao
995,311,755,2023-02-10,Bilbao
549,871,868,2023-02-09,Bilbao
397,382,384,2023-02-08,Bilbao
541,476,477,2023-02-07,Bilbao
625,876,927,2023-02-06,Bilbao
415,977,519,2023-02-05,Bilbao
461,827,336,2023-02-04,Bilbao
716,342,882,2023-02-03,Bilbao
693,823,617,2023-02-02,Bilbao
974,682,394,2023-02-01,Bilbao
835,735,724,2023-01-31,Bilbao
747,706,825,2023-01-30,Bilbao
884,944,420,2023-01-29,Bilbao
779,708,612,2023-01-28,Bilbao
741,664,751,2023-01-27,Bilbao
604,902,416,2023-01-26,Bilbao
519,693,828,2023-01-25,Bilbao
416,915,554,2023-01-24,Bilbao
739,979,415,2023-01-23,Bilbao
831,719,755,2023-01-22,Bilbao
500,852,365,2023-01-21,Bilbao
430,439,756,2023-01-20,Bilbao
459,754,749,2023-01-19,Bilbao
996,337,592,2023-01-18,Bilbao
884,980,786,2023-01-17,Bilbao
605,332,884,2023-01-16,Bilbao
443,922,605,2023-01-15,Bilbao
837,455,961,2023-01-14,Bilbao
619,653,818,2023-01-13,Bilbao
537,444,478,2023-01-12,Bilbao
758,833,937,2023-01-11,Bilbao
636,390,773,2023-01-10,Bilbao
564,409,637,2023-01-09,Bilbao
910,673,937,2023-01-08,Bilbao
351,669,392,2023-01-07,Bilbao
320,504,839,2023-01-06,Bilbao
589,558,316,2023-01-05,Bilbao
860,789,404,2023-01-04,Bilbao
656,629,499,2023-01-03,Bilbao
459,801,342,2023-01-02,Bilbao
623,434,799,2023-01-01,Bilbao
301,871,655,2022-12-31,Bilbao
993,563,422,2022-12-30,Bilbao
820,985,768,2022-12-29,Bilbao
988,782,767,2022-12-28,Bilbao
835,437,502,2022-12-27,Bilbao
795,428,615,2022-12-26,Bilbao
691,478,996,2022-12-25,Bilbao
342,314,417,2022-12-24,Bilbao
462,765,774,2022-12-23,Bilbao
767,699,604,2022-12-22,Bilbao
478,547,988,2022-12-21,Bilbao
927,686,956,2022-12-20,Bilbao
591,402,627,2022-12-19,Bilbao
859,657,765,2022-12-18,Bilbao
757,369,919,2022-12-17,Bilbao
884,759,697,2022-12-16,Bilbao
587,644,799,2022-12-15,Bilbao
812,328,695,2022-12-14,Bilbao
718,750,960,2022-12-13,Bilbao
479,366,696,2022-12-12,Bilbao
821,816,915,2022-12-11,Bilbao
796,856,881,2022-12-10,Bilbao
937,680,792,2022-12-09,Bilbao
966,389,872,2022-12-08,Bilbao
315,479,503,2022-12-07,Bilbao
566,325,608,2022-12-06,Bilbao
868,764,917,2022-12-05,Bilbao
870,823,597,2022-12-04,Bilbao
471,662,979,2022-12-03,Bilbao
597,474,588,2022-12-02,Bilbao
529,497,991,2022-12-01,Bilbao
968,767,451,2022-11-30,Bilbao
661,586,406,2022-11-29,Bilbao
461,656,774,2022-11-28,Bilbao
647,943,395,2022-11-27,Bilbao
701,988,579,2022-11-26,Bilbao
993,515,349,2022-11-25,Bilbao
387,445,795,2022-11-24,Bilbao
558,849,825,2022-11-23,Bilbao
446,739,391,2022-11-22,Bilbao
485,580,869,2022-11-21,Bilbao
892,897,841,2022-11-20,Bilbao
391,917,364,2022-11-19,Bilbao
435,324,997,2022-11-18,Bilbao
719,937,521,2022-11-17,Bilbao
477,997,971,2022-11-16,Bilbao
893,375,859,2022-11-15,Bilbao
588,748,761,2022-11-14,Bilbao
749,461,873,2022-11-13,Bilbao
637,669,527,2022-11-12,Bilbao
747,968,929,2022-11-11,Bilbao
810,384,424,2022-11-10,Bilbao
692,394,542,2022-11-09,Bilbao
321,933,874,2022-11-08,Bilbao
517,732,972,2022-11-07,Bilbao
765,663,828,2022-11-06,Bilbao
816,687,316,2022-11-05,Bilbao
643,313,900,2022-11-04,Bilbao
802,719,538,2022-11-03,Bilbao
419,751,935,2022-11-02,Bilbao
618,722,511,2022-11-01,Bilbao
930,851,761,2022-10-31,Bilbao
598,407,804,2022-10-30,Bilbao
730,576,529,2022-10-29,Bilbao
440,881,587,2022-10-28,Bilbao
958,777,821,2022-10-27,Bilbao
587,397,552,2022-10-26,Bilbao
514,924,946,2022-10-25,Bilbao
681,915,715,2022-10-24,Bilbao
606,833,455,2022-10-23,Bilbao
911,379,842,2022-10-22,Bilbao
417,709,868,2022-10-21,Bilbao
794,326,965,2022-10-20,Bilbao
943,957,805,2022-10-19,Bilbao
604,828,834,2022-10-18,Bilbao
583,793,469,2022-10-17,Bilbao
475,563,973,2022-10-16,Bilbao
418,672,395,2022-10-15,Bilbao
467,967,993,2022-10-14,Bilbao
482,800,806,2022-10-13,Bilbao
