ruido4,ruido12,ruido20,fecha,nombre
45,101,55,2023-06-05,Mostoles
66,68,79,2023-06-04,Barakaldo
78,70,83,2023-06-04,Bilbao
41,86,67,2023-06-04,Alcobendas
30,69,56,2023-06-04,Mostoles
42,109,70,2023-06-03,Barakaldo
66,125,64,2023-06-03,Bilbao
40,118,47,2023-06-03,Alcobendas
45,76,58,2023-06-03,Mostoles
79,67,45,2023-06-02,Barakaldo
71,76,50,2023-06-02,Bilbao
30,69,58,2023-06-02,Alcobendas
79,82,96,2023-06-02,Mostoles
30,86,60,2023-06-01,Barakaldo
72,91,90,2023-06-01,Bilbao
34,135,62,2023-06-01,Alcobendas
60,107,77,2023-06-01,Mostoles
37,133,40,2023-05-31,Barakaldo
69,137,79,2023-05-31,Bilbao
59,138,87,2023-05-31,Alcobendas
35,138,96,2023-05-31,Mostoles
60,65,47,2023-05-30,Barakaldo
38,100,96,2023-05-30,Bilbao
51,122,90,2023-05-30,Alcobendas
51,66,78,2023-05-30,Mostoles
72,79,77,2023-05-29,Barakaldo
63,98,97,2023-05-29,Bilbao
55,132,80,2023-05-29,Alcobendas
49,116,88,2023-05-29,Mostoles
48,63,40,2023-05-28,Barakaldo
56,118,88,2023-05-28,Bilbao
58,125,89,2023-05-28,Alcobendas
30,69,71,2023-05-28,Mostoles
52,127,61,2023-05-27,Barakaldo
62,121,45,2023-05-27,Bilbao
74,71,65,2023-05-27,Alcobendas
74,83,55,2023-05-27,Mostoles
30,118,84,2023-05-26,Barakaldo
50,108,55,2023-05-26,Bilbao
76,115,41,2023-05-26,Alcobendas
33,70,82,2023-05-26,Mostoles
75,121,43,2023-05-25,Barakaldo
47,67,66,2023-05-25,Bilbao
36,80,41,2023-05-25,Alcobendas
46,134,88,2023-05-25,Mostoles
40,114,64,2023-05-24,Barakaldo
73,75,80,2023-05-24,Bilbao
38,83,71,2023-05-24,Alcobendas
53,91,73,2023-05-24,Mostoles
38,70,59,2023-05-23,Barakaldo
62,113,96,2023-05-23,Bilbao
68,122,75,2023-05-23,Alcobendas
39,76,85,2023-05-23,Mostoles
40,93,99,2023-05-22,Barakaldo
49,77,70,2023-05-22,Bilbao
78,137,88,2023-05-22,Alcobendas
49,126,94,2023-05-22,Mostoles
43,104,59,2023-05-21,Barakaldo
68,126,51,2023-05-21,Bilbao
75,132,53,2023-05-21,Alcobendas
66,95,79,2023-05-21,Mostoles
68,85,62,2023-05-20,Barakaldo
55,130,75,2023-05-20,Bilbao
75,86,42,2023-05-20,Alcobendas
59,83,42,2023-05-20,Mostoles
65,82,72,2023-05-19,Barakaldo
48,91,70,2023-05-19,Bilbao
34,116,63,2023-05-19,Alcobendas
50,62,57,2023-05-19,Mostoles
59,93,94,2023-05-18,Barakaldo
77,118,95,2023-05-18,Bilbao
30,78,48,2023-05-18,Alcobendas
42,100,84,2023-05-18,Mostoles
74,129,74,2023-05-17,Barakaldo
52,121,65,2023-05-17,Bilbao
71,78,75,2023-05-17,Alcobendas
40,115,40,2023-05-17,Mostoles
79,76,53,2023-05-16,Barakaldo
58,138,63,2023-05-16,Bilbao
30,128,80,2023-05-16,Alcobendas
65,80,44,2023-05-16,Mostoles
42,88,89,2023-05-15,Barakaldo
50,75,88,2023-05-15,Bilbao
73,63,72,2023-05-15,Alcobendas
77,137,43,2023-05-15,Mostoles
36,72,76,2023-05-14,Barakaldo
71,98,98,2023-05-14,Bilbao
43,118,86,2023-05-14,Alcobendas
35,114,68,2023-05-14,Mostoles
56,61,63,2023-05-13,Barakaldo
44,68,53,2023-05-13,Bilbao
42,111,53,2023-05-13,Alcobendas
34,60,91,2023-05-13,Mostoles
31,132,63,2023-05-12,Barakaldo
75,127,84,2023-05-12,Bilbao
68,85,65,2023-05-12,Alcobendas
32,75,47,2023-05-12,Mostoles
59,90,45,2023-05-11,Barakaldo
50,74,60,2023-05-11,Bilbao
73,122,60,2023-05-11,Alcobendas
78,113,49,2023-05-11,Mostoles
64,118,98,2023-05-10,Barakaldo
41,102,89,2023-05-10,Bilbao
74,93,56,2023-05-10,Alcobendas
56,127,89,2023-05-10,Mostoles
73,109,77,2023-05-09,Barakaldo
73,115,58,2023-05-09,Bilbao
51,116,54,2023-05-09,Alcobendas
77,82,96,2023-05-09,Mostoles
71,87,66,2023-05-08,Barakaldo
79,97,76,2023-05-08,Bilbao
45,97,52,2023-05-08,Alcobendas
62,138,46,2023-05-08,Mostoles
60,81,53,2023-05-07,Barakaldo
57,121,60,2023-05-07,Bilbao
57,69,57,2023-05-07,Alcobendas
44,62,47,2023-05-07,Mostoles
49,91,87,2023-05-06,Barakaldo
69,89,40,2023-05-06,Bilbao
73,90,83,2023-05-06,Alcobendas
40,64,70,2023-05-06,Mostoles
39,69,73,2023-05-05,Barakaldo
66,95,78,2023-05-05,Bilbao
72,119,93,2023-05-05,Alcobendas
73,60,63,2023-05-05,Mostoles
70,118,78,2023-05-04,Barakaldo
61,96,49,2023-05-04,Bilbao
55,74,60,2023-05-04,Alcobendas
77,127,94,2023-05-04,Mostoles
54,100,75,2023-05-03,Barakaldo
75,78,79,2023-05-03,Bilbao
64,108,75,2023-05-03,Alcobendas
49,119,94,2023-05-03,Mostoles
57,66,57,2023-05-02,Barakaldo
60,134,94,2023-05-02,Bilbao
66,111,70,2023-05-02,Alcobendas
37,82,46,2023-05-02,Mostoles
79,64,85,2023-05-01,Barakaldo
73,81,45,2023-05-01,Bilbao
54,67,71,2023-05-01,Alcobendas
36,68,90,2023-05-01,Mostoles
42,118,69,2023-04-30,Barakaldo
36,119,73,2023-04-30,Bilbao
67,109,64,2023-04-30,Alcobendas
39,66,43,2023-04-30,Mostoles
64,125,50,2023-04-29,Barakaldo
32,99,96,2023-04-29,Bilbao
57,93,53,2023-04-29,Alcobendas
57,64,63,2023-04-29,Mostoles
55,86,59,2023-04-28,Barakaldo
46,79,61,2023-04-28,Bilbao
35,113,54,2023-04-28,Alcobendas
31,85,75,2023-04-28,Mostoles
76,84,44,2023-04-27,Barakaldo
43,84,45,2023-04-27,Bilbao
52,91,75,2023-04-27,Alcobendas
76,106,82,2023-04-27,Mostoles
69,89,60,2023-04-26,Barakaldo
54,129,67,2023-04-26,Bilbao
63,136,62,2023-04-26,Alcobendas
75,112,79,2023-04-26,Mostoles
57,111,41,2023-04-25,Barakaldo
75,104,73,2023-04-25,Bilbao
55,136,66,2023-04-25,Alcobendas
65,64,70,2023-04-25,Mostoles
56,84,66,2023-04-24,Barakaldo
30,117,66,2023-04-24,Bilbao
55,67,48,2023-04-24,Alcobendas
42,120,53,2023-04-24,Mostoles
57,67,64,2023-04-23,Barakaldo
41,105,84,2023-04-23,Bilbao
66,89,55,2023-04-23,Alcobendas
58,121,43,2023-04-23,Mostoles
47,85,78,2023-04-22,Barakaldo
67,99,98,2023-04-22,Bilbao
62,104,66,2023-04-22,Alcobendas
48,107,95,2023-04-22,Mostoles
69,119,94,2023-04-21,Barakaldo
66,92,84,2023-04-21,Bilbao
62,129,84,2023-04-21,Alcobendas
65,85,76,2023-04-21,Mostoles
48,115,78,2023-04-20,Barakaldo
75,121,58,2023-04-20,Bilbao
67,103,99,2023-04-20,Alcobendas
50,94,96,2023-04-20,Mostoles
67,117,61,2023-04-19,Barakaldo
69,76,95,2023-04-19,Bilbao
61,73,56,2023-04-19,Alcobendas
35,135,74,2023-04-19,Mostoles
48,119,76,2023-04-18,Barakaldo
58,95,72,2023-04-18,Bilbao
52,87,94,2023-04-18,Alcobendas
59,90,98,2023-04-18,Mostoles
47,120,48,2023-04-17,Barakaldo
53,66,89,2023-04-17,Bilbao
54,74,89,2023-04-17,Alcobendas
78,121,57,2023-04-17,Mostoles
43,117,73,2023-04-16,Barakaldo
62,81,71,2023-04-16,Bilbao
36,90,81,2023-04-16,Alcobendas
49,68,56,2023-04-16,Mostoles
39,73,85,2023-04-15,Barakaldo
59,66,69,2023-04-15,Bilbao
59,75,53,2023-04-15,Alcobendas
36,95,75,2023-04-15,Mostoles
71,127,63,2023-04-14,Barakaldo
64,99,90,2023-04-14,Bilbao
36,115,62,2023-04-14,Alcobendas
44,120,87,2023-04-14,Mostoles
57,68,43,2023-04-13,Barakaldo
46,85,56,2023-04-13,Bilbao
36,132,42,2023-04-13,Alcobendas
53,70,44,2023-04-13,Mostoles
57,113,70,2023-04-12,Barakaldo
79,74,62,2023-04-12,Bilbao
35,138,50,2023-04-12,Alcobendas
34,98,69,2023-04-12,Mostoles
72,68,84,2023-04-11,Barakaldo
72,79,65,2023-04-11,Bilbao
44,124,58,2023-04-11,Alcobendas
58,105,90,2023-04-11,Mostoles
74,113,88,2023-04-10,Barakaldo
70,114,87,2023-04-10,Bilbao
54,62,73,2023-04-10,Alcobendas
76,98,51,2023-04-10,Mostoles
35,123,81,2023-04-09,Barakaldo
76,70,48,2023-04-09,Bilbao
36,106,51,2023-04-09,Alcobendas
30,73,94,2023-04-09,Mostoles
78,90,61,2023-04-08,Barakaldo
62,75,53,2023-04-08,Bilbao
49,119,85,2023-04-08,Alcobendas
53,121,66,2023-04-08,Mostoles
54,130,45,2023-04-07,Barakaldo
53,117,78,2023-04-07,Bilbao
74,113,45,2023-04-07,Alcobendas
57,130,78,2023-04-07,Mostoles
78,135,76,2023-04-06,Barakaldo
32,130,58,2023-04-06,Bilbao
47,69,95,2023-04-06,Alcobendas
72,69,73,2023-04-06,Mostoles
76,69,57,2023-04-05,Barakaldo
55,128,54,2023-04-05,Bilbao
46,100,96,2023-04-05,Alcobendas
74,120,84,2023-04-05,Mostoles
54,135,64,2023-04-04,Barakaldo
65,79,71,2023-04-04,Bilbao
35,137,77,2023-04-04,Alcobendas
56,88,61,2023-04-04,Mostoles
71,105,76,2023-04-03,Barakaldo
39,101,79,2023-04-03,Bilbao
47,89,53,2023-04-03,Alcobendas
63,119,89,2023-04-03,Mostoles
47,133,64,2023-04-02,Barakaldo
37,124,50,2023-04-02,Bilbao
53,109,93,2023-04-02,Alcobendas
73,122,71,2023-04-02,Mostoles
44,130,50,2023-04-01,Barakaldo
33,135,88,2023-04-01,Bilbao
33,107,43,2023-04-01,Alcobendas
52,95,55,2023-04-01,Mostoles
45,81,79,2023-03-31,Barakaldo
48,92,61,2023-03-31,Bilbao
31,82,98,2023-03-31,Alcobendas
57,92,76,2023-03-31,Mostoles
62,75,91,2023-03-30,Barakaldo
55,118,74,2023-03-30,Bilbao
33,99,89,2023-03-30,Alcobendas
34,77,54,2023-03-30,Mostoles
33,103,41,2023-03-29,Barakaldo
67,125,67,2023-03-29,Bilbao
42,93,46,2023-03-29,Alcobendas
78,100,95,2023-03-29,Mostoles
35,66,94,2023-03-28,Barakaldo
51,79,85,2023-03-28,Bilbao
61,65,54,2023-03-28,Alcobendas
39,138,51,2023-03-28,Mostoles
31,92,45,2023-03-27,Barakaldo
50,82,76,2023-03-27,Bilbao
70,85,81,2023-03-27,Alcobendas
44,82,47,2023-03-27,Mostoles
72,106,92,2023-03-26,Barakaldo
75,88,96,2023-03-26,Bilbao
65,111,97,2023-03-26,Alcobendas
55,110,91,2023-03-26,Mostoles
48,86,89,2023-03-25,Barakaldo
72,79,41,2023-03-25,Bilbao
30,125,49,2023-03-25,Alcobendas
39,111,71,2023-03-25,Mostoles
60,66,70,2023-03-24,Barakaldo
56,110,85,2023-03-24,Bilbao
35,103,47,2023-03-24,Alcobendas
53,64,89,2023-03-24,Mostoles
55,126,94,2023-03-23,Barakaldo
48,69,98,2023-03-23,Bilbao
61,121,94,2023-03-23,Alcobendas
46,75,89,2023-03-23,Mostoles
68,113,55,2023-03-22,Barakaldo
42,137,57,2023-03-22,Bilbao
68,120,74,2023-03-22,Alcobendas
35,86,93,2023-03-22,Mostoles
79,134,56,2023-03-21,Barakaldo
76,127,64,2023-03-21,Bilbao
62,102,83,2023-03-21,Alcobendas
52,92,75,2023-03-21,Mostoles
69,98,69,2023-03-20,Barakaldo
51,87,71,2023-03-20,Bilbao
55,75,49,2023-03-20,Alcobendas
75,72,87,2023-03-20,Mostoles
67,129,86,2023-03-19,Barakaldo
50,61,71,2023-03-19,Bilbao
72,133,85,2023-03-19,Alcobendas
65,106,78,2023-03-19,Mostoles
69,127,93,2023-03-18,Barakaldo
54,103,88,2023-03-18,Bilbao
76,127,93,2023-03-18,Alcobendas
43,115,53,2023-03-18,Mostoles
37,77,87,2023-03-17,Barakaldo
51,125,87,2023-03-17,Bilbao
52,80,51,2023-03-17,Alcobendas
31,95,53,2023-03-17,Mostoles
54,96,45,2023-03-16,Barakaldo
33,70,59,2023-03-16,Bilbao
41,60,95,2023-03-16,Alcobendas
74,81,96,2023-03-16,Mostoles
72,83,89,2023-03-15,Barakaldo
47,82,67,2023-03-15,Bilbao
52,104,40,2023-03-15,Alcobendas
50,136,80,2023-03-15,Mostoles
36,76,59,2023-03-14,Barakaldo
46,60,41,2023-03-14,Bilbao
72,61,92,2023-03-14,Alcobendas
59,69,60,2023-03-14,Mostoles
33,68,70,2023-03-13,Barakaldo
66,105,44,2023-03-13,Bilbao
57,138,89,2023-03-13,Alcobendas
44,79,89,2023-03-13,Mostoles
49,75,67,2023-03-12,Barakaldo
45,91,67,2023-03-12,Bilbao
34,81,61,2023-03-12,Alcobendas
38,139,63,2023-03-12,Mostoles
69,93,64,2023-03-11,Barakaldo
52,98,65,2023-03-11,Bilbao
52,107,77,2023-03-11,Alcobendas
46,79,75,2023-03-11,Mostoles
56,84,64,2023-03-10,Barakaldo
44,77,85,2023-03-10,Bilbao
62,90,66,2023-03-10,Alcobendas
77,121,56,2023-03-10,Mostoles
44,134,88,2023-03-09,Barakaldo
61,128,56,2023-03-09,Bilbao
77,104,64,2023-03-09,Alcobendas
46,104,72,2023-03-09,Mostoles
33,114,41,2023-03-08,Barakaldo
41,111,50,2023-03-08,Bilbao
58,127,97,2023-03-08,Alcobendas
79,68,68,2023-03-08,Mostoles
58,95,55,2023-03-07,Barakaldo
62,132,60,2023-03-07,Bilbao
52,137,59,2023-03-07,Alcobendas
33,137,66,2023-03-07,Mostoles
33,131,87,2023-03-06,Barakaldo
37,111,73,2023-03-06,Bilbao
63,74,63,2023-03-06,Alcobendas
61,78,62,2023-03-06,Mostoles
32,119,69,2023-03-05,Barakaldo
31,77,62,2023-03-05,Bilbao
72,65,89,2023-03-05,Alcobendas
77,66,43,2023-03-05,Mostoles
65,60,67,2023-03-04,Barakaldo
57,65,62,2023-03-04,Bilbao
68,64,93,2023-03-04,Alcobendas
58,116,69,2023-03-04,Mostoles
47,129,78,2023-03-03,Barakaldo
58,109,80,2023-03-03,Bilbao
41,100,73,2023-03-03,Alcobendas
50,118,64,2023-03-03,Mostoles
46,65,57,2023-03-02,Barakaldo
77,124,64,2023-03-02,Bilbao
61,77,70,2023-03-02,Alcobendas
33,84,46,2023-03-02,Mostoles
63,124,99,2023-03-01,Barakaldo
41,132,99,2023-03-01,Bilbao
54,64,95,2023-03-01,Alcobendas
35,100,69,2023-03-01,Mostoles
42,129,71,2023-02-28,Barakaldo
61,68,40,2023-02-28,Bilbao
51,129,72,2023-02-28,Alcobendas
66,103,73,2023-02-28,Mostoles
33,69,52,2023-02-27,Barakaldo
58,131,80,2023-02-27,Bilbao
73,132,78,2023-02-27,Alcobendas
38,117,54,2023-02-27,Mostoles
70,84,60,2023-02-26,Barakaldo
77,78,70,2023-02-26,Bilbao
79,106,41,2023-02-26,Alcobendas
56,119,85,2023-02-26,Mostoles
57,99,48,2023-02-25,Barakaldo
51,93,40,2023-02-25,Bilbao
49,105,84,2023-02-25,Alcobendas
67,69,42,2023-02-25,Mostoles
58,65,40,2023-02-24,Barakaldo
44,74,44,2023-02-24,Bilbao
40,139,92,2023-02-24,Alcobendas
79,62,85,2023-02-24,Mostoles
71,125,99,2023-02-23,Barakaldo
52,72,94,2023-02-23,Bilbao
63,73,45,2023-02-23,Alcobendas
47,101,52,2023-02-23,Mostoles
33,108,44,2023-02-22,Barakaldo
46,113,61,2023-02-22,Bilbao
45,65,64,2023-02-22,Alcobendas
67,93,55,2023-02-22,Mostoles
48,63,47,2023-02-21,Barakaldo
68,104,43,2023-02-21,Bilbao
78,119,85,2023-02-21,Alcobendas
59,130,79,2023-02-21,Mostoles
67,61,70,2023-02-20,Barakaldo
66,67,68,2023-02-20,Bilbao
51,61,97,2023-02-20,Alcobendas
58,76,75,2023-02-20,Mostoles
53,75,86,2023-02-19,Barakaldo
54,110,53,2023-02-19,Bilbao
40,126,44,2023-02-19,Alcobendas
42,70,41,2023-02-19,Mostoles
31,126,73,2023-02-18,Barakaldo
47,97,58,2023-02-18,Bilbao
77,125,63,2023-02-18,Alcobendas
46,92,44,2023-02-18,Mostoles
53,137,91,2023-02-17,Barakaldo
45,120,86,2023-02-17,Bilbao
44,79,41,2023-02-17,Alcobendas
43,116,98,2023-02-17,Mostoles
67,119,82,2023-02-16,Barakaldo
36,113,64,2023-02-16,Bilbao
61,106,44,2023-02-16,Alcobendas
76,101,44,2023-02-16,Mostoles
55,122,71,2023-02-15,Barakaldo
47,62,88,2023-02-15,Bilbao
42,138,74,2023-02-15,Alcobendas
39,62,40,2023-02-15,Mostoles
68,109,60,2023-02-14,Barakaldo
40,124,75,2023-02-14,Bilbao
40,78,76,2023-02-14,Alcobendas
66,61,43,2023-02-14,Mostoles
53,74,99,2023-02-13,Barakaldo
30,115,41,2023-02-13,Bilbao
52,125,49,2023-02-13,Alcobendas
36,75,55,2023-02-13,Mostoles
76,115,70,2023-02-12,Barakaldo
50,116,85,2023-02-12,Bilbao
50,92,69,2023-02-12,Alcobendas
69,74,65,2023-02-12,Mostoles
64,79,81,2023-02-11,Barakaldo
64,80,47,2023-02-11,Bilbao
70,139,46,2023-02-11,Alcobendas
76,134,65,2023-02-11,Mostoles
40,114,64,2023-02-10,Barakaldo
43,130,55,2023-02-10,Bilbao
73,132,96,2023-02-10,Alcobendas
64,110,91,2023-02-10,Mostoles
74,135,96,2023-02-09,Barakaldo
32,122,67,2023-02-09,Bilbao
66,129,70,2023-02-09,Alcobendas
35,72,44,2023-02-09,Mostoles
79,94,90,2023-02-08,Barakaldo
69,84,90,2023-02-08,Bilbao
43,95,42,2023-02-08,Alcobendas
79,113,99,2023-02-08,Mostoles
72,134,89,2023-02-07,Barakaldo
56,61,96,2023-02-07,Bilbao
48,88,68,2023-02-07,Alcobendas
77,76,87,2023-02-07,Mostoles
77,89,41,2023-02-06,Barakaldo
66,75,76,2023-02-06,Bilbao
67,91,42,2023-02-06,Alcobendas
67,122,95,2023-02-06,Mostoles
76,93,97,2023-02-05,Barakaldo
55,132,58,2023-02-05,Bilbao
56,107,45,2023-02-05,Alcobendas
35,107,84,2023-02-05,Mostoles
65,77,76,2023-02-04,Barakaldo
66,63,67,2023-02-04,Bilbao
63,116,77,2023-02-04,Alcobendas
50,87,82,2023-02-04,Mostoles
61,117,67,2023-02-03,Barakaldo
74,106,65,2023-02-03,Bilbao
60,65,58,2023-02-03,Alcobendas
50,94,67,2023-02-03,Mostoles
71,119,59,2023-02-02,Barakaldo
52,127,47,2023-02-02,Bilbao
75,64,49,2023-02-02,Alcobendas
36,71,73,2023-02-02,Mostoles
78,80,98,2023-02-01,Barakaldo
40,108,46,2023-02-01,Bilbao
70,82,42,2023-02-01,Alcobendas
47,63,55,2023-02-01,Mostoles
44,114,69,2023-01-31,Barakaldo
56,116,99,2023-01-31,Bilbao
39,92,69,2023-01-31,Alcobendas
69,95,71,2023-01-31,Mostoles
56,137,66,2023-01-30,Barakaldo
33,70,64,2023-01-30,Bilbao
31,90,58,2023-01-30,Alcobendas
31,89,42,2023-01-30,Mostoles
43,108,59,2023-01-29,Barakaldo
45,74,91,2023-01-29,Bilbao
31,134,56,2023-01-29,Alcobendas
76,73,58,2023-01-29,Mostoles
46,99,93,2023-01-28,Barakaldo
72,91,83,2023-01-28,Bilbao
57,131,87,2023-01-28,Alcobendas
56,101,89,2023-01-28,Mostoles
43,81,90,2023-01-27,Barakaldo
62,101,50,2023-01-27,Bilbao
78,94,49,2023-01-27,Alcobendas
53,129,63,2023-01-27,Mostoles
79,130,44,2023-01-26,Barakaldo
65,112,42,2023-01-26,Bilbao
65,62,55,2023-01-26,Alcobendas
47,89,52,2023-01-26,Mostoles
48,67,90,2023-01-25,Barakaldo
37,88,93,2023-01-25,Bilbao
67,129,73,2023-01-25,Alcobendas
70,98,86,2023-01-25,Mostoles
47,136,61,2023-01-24,Barakaldo
41,60,46,2023-01-24,Bilbao
37,115,43,2023-01-24,Alcobendas
52,81,56,2023-01-24,Mostoles
41,86,99,2023-01-23,Barakaldo
50,136,75,2023-01-23,Bilbao
48,90,95,2023-01-23,Alcobendas
78,103,81,2023-01-23,Mostoles
72,100,81,2023-01-22,Barakaldo
49,65,71,2023-01-22,Bilbao
76,70,71,2023-01-22,Alcobendas
55,138,45,2023-01-22,Mostoles
30,134,83,2023-01-21,Barakaldo
59,107,51,2023-01-21,Bilbao
69,72,44,2023-01-21,Alcobendas
48,89,80,2023-01-21,Mostoles
72,99,56,2023-01-20,Barakaldo
76,133,63,2023-01-20,Bilbao
44,125,63,2023-01-20,Alcobendas
58,75,45,2023-01-20,Mostoles
69,125,67,2023-01-19,Barakaldo
79,121,55,2023-01-19,Bilbao
68,110,73,2023-01-19,Alcobendas
38,79,73,2023-01-19,Mostoles
38,67,79,2023-01-18,Barakaldo
59,71,77,2023-01-18,Bilbao
34,91,55,2023-01-18,Alcobendas
73,84,54,2023-01-18,Mostoles
30,97,95,2023-01-17,Barakaldo
62,78,49,2023-01-17,Bilbao
79,73,86,2023-01-17,Alcobendas
62,139,66,2023-01-17,Mostoles
55,75,80,2023-01-16,Barakaldo
68,71,67,2023-01-16,Bilbao
46,65,98,2023-01-16,Alcobendas
35,114,89,2023-01-16,Mostoles
65,139,43,2023-01-15,Barakaldo
50,108,70,2023-01-15,Bilbao
76,75,75,2023-01-15,Alcobendas
63,67,42,2023-01-15,Mostoles
35,111,92,2023-01-14,Barakaldo
31,93,51,2023-01-14,Bilbao
64,89,92,2023-01-14,Alcobendas
58,96,94,2023-01-14,Mostoles
64,131,78,2023-01-13,Barakaldo
66,128,70,2023-01-13,Bilbao
58,75,94,2023-01-13,Alcobendas
77,74,46,2023-01-13,Mostoles
73,71,78,2023-01-12,Barakaldo
76,87,90,2023-01-12,Bilbao
44,67,87,2023-01-12,Alcobendas
73,70,43,2023-01-12,Mostoles
30,106,87,2023-01-11,Barakaldo
42,102,62,2023-01-11,Bilbao
40,88,50,2023-01-11,Alcobendas
37,90,56,2023-01-11,Mostoles
72,134,58,2023-01-10,Barakaldo
72,71,89,2023-01-10,Bilbao
79,118,55,2023-01-10,Alcobendas
66,135,45,2023-01-10,Mostoles
46,91,77,2023-01-09,Barakaldo
67,66,67,2023-01-09,Bilbao
59,69,63,2023-01-09,Alcobendas
70,119,44,2023-01-09,Mostoles
62,87,57,2023-01-08,Barakaldo
58,118,95,2023-01-08,Bilbao
35,135,71,2023-01-08,Alcobendas
43,96,51,2023-01-08,Mostoles
54,98,46,2023-01-07,Barakaldo
41,84,46,2023-01-07,Bilbao
71,75,86,2023-01-07,Alcobendas
38,66,46,2023-01-07,Mostoles
38,67,91,2023-01-06,Barakaldo
40,139,66,2023-01-06,Bilbao
52,67,88,2023-01-06,Alcobendas
63,138,79,2023-01-06,Mostoles
66,84,40,2023-01-05,Barakaldo
65,123,54,2023-01-05,Bilbao
30,120,97,2023-01-05,Alcobendas
44,128,91,2023-01-05,Mostoles
79,67,52,2023-01-04,Barakaldo
49,77,72,2023-01-04,Bilbao
62,110,69,2023-01-04,Alcobendas
72,85,84,2023-01-04,Mostoles
70,122,94,2023-01-03,Barakaldo
65,139,55,2023-01-03,Bilbao
54,113,79,2023-01-03,Alcobendas
62,90,87,2023-01-03,Mostoles
58,120,43,2023-01-02,Barakaldo
33,136,68,2023-01-02,Bilbao
58,106,69,2023-01-02,Alcobendas
73,67,62,2023-01-02,Mostoles
57,73,80,2023-01-01,Barakaldo
37,125,63,2023-01-01,Bilbao
36,66,94,2023-01-01,Alcobendas
62,135,48,2023-01-01,Mostoles
57,117,84,2022-12-31,Barakaldo
40,133,67,2022-12-31,Bilbao
63,68,89,2022-12-31,Alcobendas
31,133,96,2022-12-31,Mostoles
48,109,56,2022-12-30,Barakaldo
34,116,86,2022-12-30,Bilbao
62,129,59,2022-12-30,Alcobendas
75,74,90,2022-12-30,Mostoles
79,91,46,2022-12-29,Barakaldo
57,129,82,2022-12-29,Bilbao
45,84,53,2022-12-29,Alcobendas
74,91,86,2022-12-29,Mostoles
42,97,78,2022-12-28,Barakaldo
79,104,63,2022-12-28,Bilbao
37,95,96,2022-12-28,Alcobendas
65,138,77,2022-12-28,Mostoles
61,108,95,2022-12-27,Barakaldo
77,130,71,2022-12-27,Bilbao
61,125,78,2022-12-27,Alcobendas
63,104,88,2022-12-27,Mostoles
61,89,93,2022-12-26,Barakaldo
47,69,44,2022-12-26,Bilbao
72,92,56,2022-12-26,Alcobendas
77,78,86,2022-12-26,Mostoles
35,60,46,2022-12-25,Barakaldo
63,81,55,2022-12-25,Bilbao
44,99,63,2022-12-25,Alcobendas
31,100,45,2022-12-25,Mostoles
73,101,59,2022-12-24,Barakaldo
75,125,83,2022-12-24,Bilbao
30,122,59,2022-12-24,Alcobendas
39,83,71,2022-12-24,Mostoles
71,118,60,2022-12-23,Barakaldo
37,102,58,2022-12-23,Bilbao
47,125,71,2022-12-23,Alcobendas
33,83,99,2022-12-23,Mostoles
36,138,81,2022-12-22,Barakaldo
41,74,81,2022-12-22,Bilbao
72,77,75,2022-12-22,Alcobendas
60,91,94,2022-12-22,Mostoles
57,119,98,2022-12-21,Barakaldo
66,109,45,2022-12-21,Bilbao
55,116,63,2022-12-21,Alcobendas
36,136,87,2022-12-21,Mostoles
66,106,69,2022-12-20,Barakaldo
39,63,49,2022-12-20,Bilbao
37,70,64,2022-12-20,Alcobendas
60,72,83,2022-12-20,Mostoles
72,88,75,2022-12-19,Barakaldo
39,108,70,2022-12-19,Bilbao
56,137,48,2022-12-19,Alcobendas
41,95,43,2022-12-19,Mostoles
75,114,99,2022-12-18,Barakaldo
36,98,54,2022-12-18,Bilbao
76,85,67,2022-12-18,Alcobendas
56,79,95,2022-12-18,Mostoles
68,128,96,2022-12-17,Barakaldo
68,78,44,2022-12-17,Bilbao
49,115,57,2022-12-17,Alcobendas
70,93,66,2022-12-17,Mostoles
42,82,43,2022-12-16,Barakaldo
63,106,43,2022-12-16,Bilbao
54,74,45,2022-12-16,Alcobendas
63,124,92,2022-12-16,Mostoles
48,103,82,2022-12-15,Barakaldo
66,62,72,2022-12-15,Bilbao
63,130,69,2022-12-15,Alcobendas
61,122,91,2022-12-15,Mostoles
76,64,64,2022-12-14,Barakaldo
43,110,86,2022-12-14,Bilbao
79,67,67,2022-12-14,Alcobendas
31,61,45,2022-12-14,Mostoles
60,137,80,2022-12-13,Barakaldo
40,73,66,2022-12-13,Bilbao
40,109,54,2022-12-13,Alcobendas
47,90,80,2022-12-13,Mostoles
75,138,74,2022-12-12,Barakaldo
41,109,40,2022-12-12,Bilbao
72,113,40,2022-12-12,Alcobendas
68,123,98,2022-12-12,Mostoles
39,102,66,2022-12-11,Barakaldo
34,90,44,2022-12-11,Bilbao
51,95,98,2022-12-11,Alcobendas
68,101,76,2022-12-11,Mostoles
50,94,50,2022-12-10,Barakaldo
79,68,84,2022-12-10,Bilbao
72,75,53,2022-12-10,Alcobendas
61,98,70,2022-12-10,Mostoles
46,127,92,2022-12-09,Barakaldo
46,64,47,2022-12-09,Bilbao
39,117,50,2022-12-09,Alcobendas
58,131,94,2022-12-09,Mostoles
50,104,73,2022-12-08,Barakaldo
30,78,85,2022-12-08,Bilbao
62,108,68,2022-12-08,Alcobendas
